epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667849054322,2022-11-07T20.24.14.322,45.842,-0.009,-0.119,1.002
1667849054343,2022-11-07T20.24.14.343,45.863,-0.011,-0.119,1.001
1667849054362,2022-11-07T20.24.14.362,45.882,-0.009,-0.120,1.002
1667849054382,2022-11-07T20.24.14.382,45.902,-0.010,-0.121,1.002
1667849054401,2022-11-07T20.24.14.401,45.921,-0.009,-0.120,1.001
1667849054422,2022-11-07T20.24.14.422,45.942,-0.009,-0.120,1.000
1667849054441,2022-11-07T20.24.14.441,45.961,-0.008,-0.119,1.000
1667849054461,2022-11-07T20.24.14.461,45.981,-0.009,-0.118,1.001
1667849054482,2022-11-07T20.24.14.482,46.002,-0.010,-0.120,1.001
1667849054501,2022-11-07T20.24.14.501,46.021,-0.010,-0.119,1.002
1667849054521,2022-11-07T20.24.14.521,46.041,-0.009,-0.120,1.001
1667849054540,2022-11-07T20.24.14.540,46.060,-0.009,-0.119,1.002
1667849054561,2022-11-07T20.24.14.561,46.081,-0.010,-0.119,1.001
1667849054580,2022-11-07T20.24.14.580,46.100,-0.009,-0.120,1.002
1667849054600,2022-11-07T20.24.14.600,46.120,-0.011,-0.120,1.001
1667849054619,2022-11-07T20.24.14.619,46.139,-0.008,-0.119,1.000
1667849054640,2022-11-07T20.24.14.640,46.160,-0.010,-0.119,1.003
1667849054659,2022-11-07T20.24.14.659,46.179,-0.011,-0.118,1.002
1667849054680,2022-11-07T20.24.14.680,46.200,-0.009,-0.119,1.003
1667849054700,2022-11-07T20.24.14.700,46.220,-0.009,-0.120,1.003
1667849054719,2022-11-07T20.24.14.719,46.239,-0.010,-0.119,1.001
1667849054740,2022-11-07T20.24.14.740,46.260,-0.010,-0.119,1.001
1667849054759,2022-11-07T20.24.14.759,46.279,-0.012,-0.120,1.003
1667849054779,2022-11-07T20.24.14.779,46.299,-0.011,-0.120,1.001
1667849054798,2022-11-07T20.24.14.798,46.318,-0.010,-0.119,1.000
1667849054819,2022-11-07T20.24.14.819,46.339,-0.010,-0.118,1.000
1667849054838,2022-11-07T20.24.14.838,46.358,-0.011,-0.118,1.002
1667849054858,2022-11-07T20.24.14.858,46.378,-0.009,-0.121,1.001
1667849054879,2022-11-07T20.24.14.879,46.399,-0.009,-0.119,1.002
1667849054898,2022-11-07T20.24.14.898,46.418,-0.009,-0.119,1.000
1667849054918,2022-11-07T20.24.14.918,46.438,-0.010,-0.120,1.001
1667849054937,2022-11-07T20.24.14.937,46.457,-0.010,-0.120,1.002
1667849054958,2022-11-07T20.24.14.958,46.478,-0.010,-0.119,1.001
1667849054977,2022-11-07T20.24.14.977,46.497,-0.010,-0.120,1.002
1667849054997,2022-11-07T20.24.14.997,46.517,-0.010,-0.119,1.004
1667849055016,2022-11-07T20.24.15.016,46.536,-0.010,-0.120,1.000
1667849055037,2022-11-07T20.24.15.037,46.557,-0.011,-0.119,1.001
1667849055057,2022-11-07T20.24.15.057,46.577,-0.010,-0.118,1.001
1667849055077,2022-11-07T20.24.15.077,46.597,-0.010,-0.119,1.002
1667849055097,2022-11-07T20.24.15.097,46.617,-0.010,-0.119,1.003
1667849055116,2022-11-07T20.24.15.116,46.636,-0.011,-0.119,1.000
1667849055137,2022-11-07T20.24.15.137,46.657,-0.011,-0.119,1.002
1667849055156,2022-11-07T20.24.15.156,46.676,-0.010,-0.118,1.002
1667849055176,2022-11-07T20.24.15.176,46.696,-0.009,-0.119,1.001
1667849055195,2022-11-07T20.24.15.195,46.715,-0.010,-0.118,1.002
1667849055216,2022-11-07T20.24.15.216,46.736,-0.010,-0.121,1.002
1667849055236,2022-11-07T20.24.15.236,46.756,-0.011,-0.121,1.001
1667849055255,2022-11-07T20.24.15.255,46.775,-0.009,-0.118,1.000
1667849055276,2022-11-07T20.24.15.276,46.796,-0.009,-0.118,1.003
1667849055295,2022-11-07T20.24.15.295,46.815,-0.010,-0.118,1.003
1667849055315,2022-11-07T20.24.15.315,46.835,-0.010,-0.119,1.001
1667849055334,2022-11-07T20.24.15.334,46.854,-0.010,-0.120,1.002
1667849055355,2022-11-07T20.24.15.355,46.875,-0.008,-0.120,1.001
1667849055374,2022-11-07T20.24.15.374,46.894,-0.011,-0.119,1.001
1667849055394,2022-11-07T20.24.15.394,46.914,-0.010,-0.119,1.001
1667849055415,2022-11-07T20.24.15.415,46.935,-0.009,-0.121,1.002
1667849055434,2022-11-07T20.24.15.434,46.954,-0.011,-0.119,1.002
1667849055454,2022-11-07T20.24.15.454,46.974,-0.009,-0.119,1.002
1667849055473,2022-11-07T20.24.15.473,46.993,-0.008,-0.119,1.002
1667849055494,2022-11-07T20.24.15.494,47.014,-0.009,-0.121,1.001
1667849055513,2022-11-07T20.24.15.513,47.033,-0.009,-0.120,1.000
1667849055534,2022-11-07T20.24.15.534,47.054,-0.009,-0.120,1.001
1667849055553,2022-11-07T20.24.15.553,47.073,-0.011,-0.120,1.000
1667849055573,2022-11-07T20.24.15.573,47.093,-0.010,-0.119,1.001
1667849055592,2022-11-07T20.24.15.592,47.112,-0.010,-0.120,1.002
1667849055613,2022-11-07T20.24.15.613,47.133,-0.009,-0.120,1.002
1667849055633,2022-11-07T20.24.15.633,47.153,-0.009,-0.118,1.001
1667849055652,2022-11-07T20.24.15.652,47.172,-0.010,-0.117,0.999
1667849055673,2022-11-07T20.24.15.673,47.193,-0.009,-0.119,1.001
1667849055692,2022-11-07T20.24.15.692,47.212,-0.011,-0.118,1.003
1667849055712,2022-11-07T20.24.15.712,47.232,-0.011,-0.118,1.002
1667849055731,2022-11-07T20.24.15.731,47.251,-0.011,-0.120,1.001
1667849055752,2022-11-07T20.24.15.752,47.272,-0.009,-0.121,1.000
1667849055771,2022-11-07T20.24.15.771,47.291,-0.010,-0.120,1.000
1667849055791,2022-11-07T20.24.15.791,47.311,-0.010,-0.120,1.001
1667849055812,2022-11-07T20.24.15.812,47.332,-0.010,-0.120,1.001
1667849055831,2022-11-07T20.24.15.831,47.351,-0.009,-0.121,1.002
1667849055851,2022-11-07T20.24.15.851,47.371,-0.010,-0.119,1.001
1667849055870,2022-11-07T20.24.15.870,47.390,-0.009,-0.119,1.000
1667849055891,2022-11-07T20.24.15.891,47.411,-0.011,-0.120,1.001
1667849055910,2022-11-07T20.24.15.910,47.430,-0.009,-0.120,1.001
1667849055931,2022-11-07T20.24.15.931,47.451,-0.009,-0.120,1.003
1667849055950,2022-11-07T20.24.15.950,47.470,-0.009,-0.119,1.002
1667849055970,2022-11-07T20.24.15.970,47.490,-0.012,-0.119,1.002
1667849055991,2022-11-07T20.24.15.991,47.511,-0.010,-0.120,1.001
1667849056010,2022-11-07T20.24.16.010,47.530,-0.012,-0.118,1.002
1667849056030,2022-11-07T20.24.16.030,47.550,-0.010,-0.119,1.001
1667849056049,2022-11-07T20.24.16.049,47.569,-0.008,-0.119,1.003
1667849056070,2022-11-07T20.24.16.070,47.590,-0.010,-0.119,1.001
1667849056089,2022-11-07T20.24.16.089,47.609,-0.010,-0.120,1.000
1667849056109,2022-11-07T20.24.16.109,47.629,-0.009,-0.119,1.000
1667849056128,2022-11-07T20.24.16.128,47.648,-0.008,-0.119,1.002
1667849056149,2022-11-07T20.24.16.149,47.669,-0.009,-0.120,1.001
1667849056169,2022-11-07T20.24.16.169,47.689,-0.010,-0.118,1.001
1667849056188,2022-11-07T20.24.16.188,47.708,-0.011,-0.119,1.003
1667849056209,2022-11-07T20.24.16.209,47.729,-0.009,-0.118,1.002
1667849056228,2022-11-07T20.24.16.228,47.748,-0.010,-0.119,1.002
1667849056248,2022-11-07T20.24.16.248,47.768,-0.009,-0.120,1.003
1667849056267,2022-11-07T20.24.16.267,47.787,-0.011,-0.118,1.001
1667849056288,2022-11-07T20.24.16.288,47.808,-0.009,-0.118,1.000
1667849056307,2022-11-07T20.24.16.307,47.827,-0.009,-0.120,1.001
1667849056327,2022-11-07T20.24.16.327,47.847,-0.009,-0.120,1.002
1667849056348,2022-11-07T20.24.16.348,47.868,-0.009,-0.118,1.002
1667849056367,2022-11-07T20.24.16.367,47.887,-0.011,-0.118,1.000
1667849056388,2022-11-07T20.24.16.388,47.908,-0.009,-0.119,1.002
1667849056407,2022-11-07T20.24.16.407,47.927,-0.009,-0.120,1.002
1667849056427,2022-11-07T20.24.16.427,47.947,-0.009,-0.119,1.002
1667849056446,2022-11-07T20.24.16.446,47.966,-0.008,-0.119,1.002
1667849056467,2022-11-07T20.24.16.467,47.987,-0.010,-0.121,0.999
1667849056486,2022-11-07T20.24.16.486,48.006,-0.010,-0.120,1.000
1667849056506,2022-11-07T20.24.16.506,48.026,-0.010,-0.119,1.002
1667849056527,2022-11-07T20.24.16.527,48.047,-0.012,-0.120,1.002
1667849056546,2022-11-07T20.24.16.546,48.066,-0.012,-0.121,1.002
1667849056566,2022-11-07T20.24.16.566,48.086,-0.010,-0.120,1.002
1667849056585,2022-11-07T20.24.16.585,48.105,-0.010,-0.119,1.000
1667849056606,2022-11-07T20.24.16.606,48.126,-0.011,-0.118,1.001
1667849056625,2022-11-07T20.24.16.625,48.145,-0.011,-0.119,1.002
1667849056645,2022-11-07T20.24.16.645,48.165,-0.011,-0.120,1.001
1667849056664,2022-11-07T20.24.16.664,48.184,-0.010,-0.119,1.000
1667849056685,2022-11-07T20.24.16.685,48.205,-0.009,-0.120,1.001
1667849056705,2022-11-07T20.24.16.705,48.225,-0.009,-0.119,1.003
1667849056724,2022-11-07T20.24.16.724,48.244,-0.010,-0.120,1.003
1667849056745,2022-11-07T20.24.16.745,48.265,-0.010,-0.119,1.002
1667849056764,2022-11-07T20.24.16.764,48.284,-0.010,-0.119,1.002
1667849056785,2022-11-07T20.24.16.785,48.305,-0.010,-0.118,1.003
1667849056804,2022-11-07T20.24.16.804,48.324,-0.009,-0.119,1.003
1667849056824,2022-11-07T20.24.16.824,48.344,-0.010,-0.119,1.002
1667849056843,2022-11-07T20.24.16.843,48.363,-0.009,-0.119,1.001
1667849056864,2022-11-07T20.24.16.864,48.384,-0.009,-0.119,1.000
1667849056883,2022-11-07T20.24.16.883,48.403,-0.008,-0.119,1.002
1667849056903,2022-11-07T20.24.16.903,48.423,-0.010,-0.119,1.002
1667849056924,2022-11-07T20.24.16.924,48.444,-0.011,-0.118,1.001
1667849056943,2022-11-07T20.24.16.943,48.463,-0.009,-0.119,1.001
1667849056963,2022-11-07T20.24.16.963,48.483,-0.009,-0.119,1.004
1667849056982,2022-11-07T20.24.16.982,48.502,-0.011,-0.118,1.001
1667849057003,2022-11-07T20.24.17.003,48.523,-0.008,-0.119,1.000
1667849057022,2022-11-07T20.24.17.022,48.542,-0.008,-0.121,1.000
1667849057042,2022-11-07T20.24.17.042,48.562,-0.009,-0.118,1.002
1667849057061,2022-11-07T20.24.17.061,48.581,-0.009,-0.119,1.001
1667849057082,2022-11-07T20.24.17.082,48.602,-0.010,-0.118,1.002
1667849057102,2022-11-07T20.24.17.102,48.622,-0.011,-0.119,1.001
1667849057121,2022-11-07T20.24.17.121,48.641,-0.009,-0.120,1.004
1667849057142,2022-11-07T20.24.17.142,48.662,-0.009,-0.120,1.001
1667849057161,2022-11-07T20.24.17.161,48.681,-0.011,-0.119,1.001
1667849057182,2022-11-07T20.24.17.182,48.702,-0.010,-0.120,1.000
1667849057201,2022-11-07T20.24.17.201,48.721,-0.010,-0.118,1.001
1667849057221,2022-11-07T20.24.17.221,48.741,-0.010,-0.120,1.001
1667849057240,2022-11-07T20.24.17.240,48.760,-0.010,-0.119,1.004
1667849057261,2022-11-07T20.24.17.261,48.781,-0.009,-0.119,1.001
1667849057281,2022-11-07T20.24.17.281,48.801,-0.011,-0.120,1.001
1667849057300,2022-11-07T20.24.17.300,48.820,-0.012,-0.120,1.002
1667849057321,2022-11-07T20.24.17.321,48.841,-0.009,-0.120,1.002
1667849057340,2022-11-07T20.24.17.340,48.860,-0.009,-0.119,1.001
1667849057360,2022-11-07T20.24.17.360,48.880,-0.010,-0.119,1.002
1667849057379,2022-11-07T20.24.17.379,48.899,-0.009,-0.119,1.002
1667849057400,2022-11-07T20.24.17.400,48.920,-0.009,-0.120,1.001
1667849057419,2022-11-07T20.24.17.419,48.939,-0.011,-0.121,1.003
1667849057439,2022-11-07T20.24.17.439,48.959,-0.010,-0.119,1.002
1667849057460,2022-11-07T20.24.17.460,48.980,-0.009,-0.119,1.002
1667849057479,2022-11-07T20.24.17.479,48.999,-0.012,-0.119,1.000
1667849057499,2022-11-07T20.24.17.499,49.019,-0.010,-0.119,1.001
1667849057518,2022-11-07T20.24.17.518,49.038,-0.010,-0.120,1.001
1667849057539,2022-11-07T20.24.17.539,49.059,-0.010,-0.118,1.000
1667849057558,2022-11-07T20.24.17.558,49.078,-0.008,-0.120,1.001
1667849057578,2022-11-07T20.24.17.578,49.098,-0.009,-0.120,1.001
1667849057598,2022-11-07T20.24.17.598,49.118,-0.010,-0.119,1.000
1667849057618,2022-11-07T20.24.17.618,49.138,-0.009,-0.122,0.999
1667849057639,2022-11-07T20.24.17.639,49.159,-0.009,-0.119,1.001
1667849057658,2022-11-07T20.24.17.658,49.178,-0.010,-0.119,1.001
1667849057678,2022-11-07T20.24.17.678,49.198,-0.011,-0.119,1.002
1667849057697,2022-11-07T20.24.17.697,49.217,-0.009,-0.120,1.001
1667849057718,2022-11-07T20.24.17.718,49.238,-0.011,-0.119,1.000
1667849057737,2022-11-07T20.24.17.737,49.257,-0.010,-0.120,1.001
1667849057757,2022-11-07T20.24.17.757,49.277,-0.010,-0.118,1.002
1667849057776,2022-11-07T20.24.17.776,49.296,-0.010,-0.118,1.004
1667849057797,2022-11-07T20.24.17.797,49.317,-0.011,-0.119,1.001
1667849057817,2022-11-07T20.24.17.817,49.337,-0.009,-0.120,1.002
1667849057836,2022-11-07T20.24.17.836,49.356,-0.010,-0.119,1.001
1667849057857,2022-11-07T20.24.17.857,49.377,-0.009,-0.120,1.001
1667849057876,2022-11-07T20.24.17.876,49.396,-0.010,-0.121,1.001
1667849057896,2022-11-07T20.24.17.896,49.416,-0.010,-0.120,1.003
1667849057915,2022-11-07T20.24.17.915,49.435,-0.008,-0.120,1.001
1667849057936,2022-11-07T20.24.17.936,49.456,-0.011,-0.120,1.000
1667849057955,2022-11-07T20.24.17.955,49.475,-0.010,-0.120,1.000
1667849057975,2022-11-07T20.24.17.975,49.495,-0.009,-0.119,1.003
1667849057994,2022-11-07T20.24.17.994,49.514,-0.008,-0.119,1.002
1667849058015,2022-11-07T20.24.18.015,49.535,-0.009,-0.117,1.002
1667849058036,2022-11-07T20.24.18.036,49.556,-0.010,-0.120,1.001
1667849058055,2022-11-07T20.24.18.055,49.575,-0.010,-0.119,1.001
1667849058075,2022-11-07T20.24.18.075,49.595,-0.009,-0.120,1.002
1667849058094,2022-11-07T20.24.18.094,49.614,-0.010,-0.119,1.002
1667849058115,2022-11-07T20.24.18.115,49.635,-0.010,-0.120,1.000
1667849058134,2022-11-07T20.24.18.134,49.654,-0.009,-0.120,1.001
1667849058154,2022-11-07T20.24.18.154,49.674,-0.009,-0.119,1.002
1667849058173,2022-11-07T20.24.18.173,49.693,-0.010,-0.118,1.000
1667849058194,2022-11-07T20.24.18.194,49.714,-0.012,-0.119,1.003
1667849058214,2022-11-07T20.24.18.214,49.734,-0.013,-0.118,1.001
1667849058233,2022-11-07T20.24.18.233,49.753,-0.009,-0.118,1.000
1667849058254,2022-11-07T20.24.18.254,49.774,-0.010,-0.120,1.000
1667849058273,2022-11-07T20.24.18.273,49.793,-0.011,-0.120,1.002
1667849058293,2022-11-07T20.24.18.293,49.813,-0.011,-0.120,1.001
1667849058312,2022-11-07T20.24.18.312,49.832,-0.010,-0.121,1.002
1667849058333,2022-11-07T20.24.18.333,49.853,-0.009,-0.120,1.003
1667849058352,2022-11-07T20.24.18.352,49.872,-0.010,-0.119,1.001
1667849058372,2022-11-07T20.24.18.372,49.892,-0.009,-0.119,1.001
1667849058393,2022-11-07T20.24.18.393,49.913,-0.011,-0.119,1.002
1667849058412,2022-11-07T20.24.18.412,49.932,-0.011,-0.120,1.000
1667849058432,2022-11-07T20.24.18.432,49.952,-0.010,-0.120,1.001
1667849058452,2022-11-07T20.24.18.452,49.972,-0.012,-0.119,1.000
1667849058472,2022-11-07T20.24.18.472,49.992,-0.010,-0.118,1.002
1667849058491,2022-11-07T20.24.18.491,50.011,-0.011,-0.119,1.002
1667849058512,2022-11-07T20.24.18.512,50.032,-0.009,-0.120,1.002
1667849058531,2022-11-07T20.24.18.531,50.051,-0.008,-0.119,1.000
1667849058551,2022-11-07T20.24.18.551,50.071,-0.009,-0.120,1.002
1667849058572,2022-11-07T20.24.18.572,50.092,-0.009,-0.119,1.001
1667849058591,2022-11-07T20.24.18.591,50.111,-0.009,-0.120,1.001
1667849058611,2022-11-07T20.24.18.611,50.131,-0.010,-0.119,1.000
1667849058630,2022-11-07T20.24.18.630,50.150,-0.010,-0.118,1.003
1667849058651,2022-11-07T20.24.18.651,50.171,-0.009,-0.120,1.000
1667849058670,2022-11-07T20.24.18.670,50.190,-0.009,-0.120,1.002
1667849058690,2022-11-07T20.24.18.690,50.210,-0.010,-0.119,1.003
1667849058709,2022-11-07T20.24.18.709,50.229,-0.009,-0.119,1.002
1667849058730,2022-11-07T20.24.18.730,50.250,-0.009,-0.120,1.001
1667849058750,2022-11-07T20.24.18.750,50.270,-0.010,-0.119,1.002
1667849058769,2022-11-07T20.24.18.769,50.289,-0.009,-0.121,1.003
1667849058790,2022-11-07T20.24.18.790,50.310,-0.009,-0.121,1.002
1667849058809,2022-11-07T20.24.18.809,50.329,-0.011,-0.120,1.002
1667849058829,2022-11-07T20.24.18.829,50.349,-0.010,-0.121,1.002
1667849058848,2022-11-07T20.24.18.848,50.368,-0.011,-0.121,1.002
1667849058869,2022-11-07T20.24.18.869,50.389,-0.010,-0.118,1.000
1667849058888,2022-11-07T20.24.18.888,50.408,-0.012,-0.119,1.002
1667849058909,2022-11-07T20.24.18.909,50.429,-0.011,-0.118,1.001
1667849058929,2022-11-07T20.24.18.929,50.449,-0.009,-0.119,1.001
1667849058948,2022-11-07T20.24.18.948,50.468,-0.009,-0.119,1.000
1667849058969,2022-11-07T20.24.18.969,50.489,-0.010,-0.120,1.001
1667849058988,2022-11-07T20.24.18.988,50.508,-0.010,-0.120,1.002
1667849059008,2022-11-07T20.24.19.008,50.528,-0.010,-0.121,1.000
1667849059027,2022-11-07T20.24.19.027,50.547,-0.011,-0.120,1.003
1667849059048,2022-11-07T20.24.19.048,50.568,-0.012,-0.120,1.001
1667849059067,2022-11-07T20.24.19.067,50.587,-0.010,-0.119,1.002
1667849059087,2022-11-07T20.24.19.087,50.607,-0.010,-0.121,1.003
1667849059108,2022-11-07T20.24.19.108,50.628,-0.010,-0.120,1.001
1667849059127,2022-11-07T20.24.19.127,50.647,-0.011,-0.118,1.002
1667849059147,2022-11-07T20.24.19.147,50.667,-0.010,-0.119,1.003
1667849059166,2022-11-07T20.24.19.166,50.686,-0.009,-0.120,1.002
1667849059187,2022-11-07T20.24.19.187,50.707,-0.010,-0.120,1.000
1667849059206,2022-11-07T20.24.19.206,50.726,-0.009,-0.120,1.001
1667849059226,2022-11-07T20.24.19.226,50.746,-0.009,-0.120,1.001
1667849059245,2022-11-07T20.24.19.245,50.765,-0.010,-0.119,1.002
1667849059266,2022-11-07T20.24.19.266,50.786,-0.010,-0.118,1.002
1667849059286,2022-11-07T20.24.19.286,50.806,-0.008,-0.119,1.001
1667849059306,2022-11-07T20.24.19.306,50.826,-0.012,-0.120,1.001
1667849059326,2022-11-07T20.24.19.326,50.846,-0.010,-0.119,1.002
1667849059345,2022-11-07T20.24.19.345,50.865,-0.010,-0.119,1.001
1667849059366,2022-11-07T20.24.19.366,50.886,-0.009,-0.119,1.002
1667849059385,2022-11-07T20.24.19.385,50.905,-0.008,-0.120,1.002
1667849059405,2022-11-07T20.24.19.405,50.925,-0.009,-0.119,1.001
1667849059424,2022-11-07T20.24.19.424,50.944,-0.010,-0.118,1.002
1667849059445,2022-11-07T20.24.19.445,50.965,-0.010,-0.119,1.003
1667849059465,2022-11-07T20.24.19.465,50.985,-0.009,-0.120,1.002
1667849059484,2022-11-07T20.24.19.484,51.004,-0.010,-0.119,1.000
1667849059505,2022-11-07T20.24.19.505,51.025,-0.010,-0.118,1.002
1667849059524,2022-11-07T20.24.19.524,51.044,-0.009,-0.119,1.002
1667849059544,2022-11-07T20.24.19.544,51.064,-0.009,-0.119,1.001
1667849059563,2022-11-07T20.24.19.563,51.083,-0.010,-0.120,1.002
1667849059584,2022-11-07T20.24.19.584,51.104,-0.010,-0.120,1.002
1667849059603,2022-11-07T20.24.19.603,51.123,-0.011,-0.120,1.002
1667849059623,2022-11-07T20.24.19.623,51.143,-0.010,-0.119,1.000
1667849059644,2022-11-07T20.24.19.644,51.164,-0.010,-0.120,1.002
1667849059663,2022-11-07T20.24.19.663,51.183,-0.011,-0.120,1.001
1667849059683,2022-11-07T20.24.19.683,51.203,-0.011,-0.120,1.001
1667849059702,2022-11-07T20.24.19.702,51.222,-0.009,-0.119,1.002
1667849059723,2022-11-07T20.24.19.723,51.243,-0.009,-0.119,1.001
1667849059742,2022-11-07T20.24.19.742,51.262,-0.011,-0.118,1.003
1667849059763,2022-11-07T20.24.19.763,51.283,-0.009,-0.118,1.001
1667849059782,2022-11-07T20.24.19.782,51.302,-0.011,-0.120,1.001
1667849059802,2022-11-07T20.24.19.802,51.322,-0.009,-0.120,1.000
1667849059821,2022-11-07T20.24.19.821,51.341,-0.010,-0.119,1.001
1667849059842,2022-11-07T20.24.19.842,51.362,-0.010,-0.120,1.001
1667849059862,2022-11-07T20.24.19.862,51.382,-0.011,-0.120,1.000
1667849059881,2022-11-07T20.24.19.881,51.401,-0.010,-0.119,1.002
1667849059902,2022-11-07T20.24.19.902,51.422,-0.010,-0.118,1.002
1667849059921,2022-11-07T20.24.19.921,51.441,-0.009,-0.120,1.002
1667849059941,2022-11-07T20.24.19.941,51.461,-0.010,-0.119,1.001
1667849059960,2022-11-07T20.24.19.960,51.480,-0.010,-0.119,1.003
1667849059981,2022-11-07T20.24.19.981,51.501,-0.010,-0.119,1.001
1667849060000,2022-11-07T20.24.20.000,51.520,-0.009,-0.119,1.003
1667849060020,2022-11-07T20.24.20.020,51.540,-0.009,-0.118,1.000
1667849060041,2022-11-07T20.24.20.041,51.561,-0.010,-0.119,1.001
1667849060060,2022-11-07T20.24.20.060,51.580,-0.009,-0.119,1.002
1667849060080,2022-11-07T20.24.20.080,51.600,-0.011,-0.121,1.000
1667849060099,2022-11-07T20.24.20.099,51.619,-0.010,-0.120,1.000
1667849060120,2022-11-07T20.24.20.120,51.640,-0.012,-0.121,1.002
1667849060139,2022-11-07T20.24.20.139,51.659,-0.010,-0.119,1.000
1667849060160,2022-11-07T20.24.20.160,51.680,-0.008,-0.119,1.000
1667849060179,2022-11-07T20.24.20.179,51.699,-0.010,-0.119,1.001
1667849060199,2022-11-07T20.24.20.199,51.719,-0.011,-0.119,1.002
1667849060220,2022-11-07T20.24.20.220,51.740,-0.009,-0.119,1.001
1667849060239,2022-11-07T20.24.20.239,51.759,-0.010,-0.118,1.001
1667849060259,2022-11-07T20.24.20.259,51.779,-0.010,-0.118,1.001
1667849060278,2022-11-07T20.24.20.278,51.798,-0.009,-0.118,1.002
1667849060299,2022-11-07T20.24.20.299,51.819,-0.009,-0.118,1.001
1667849060318,2022-11-07T20.24.20.318,51.838,-0.009,-0.118,1.002
1667849060338,2022-11-07T20.24.20.338,51.858,-0.010,-0.119,1.003
1667849060357,2022-11-07T20.24.20.357,51.877,-0.009,-0.119,1.002
1667849060378,2022-11-07T20.24.20.378,51.898,-0.009,-0.118,1.002
1667849060398,2022-11-07T20.24.20.398,51.918,-0.009,-0.119,1.002
1667849060417,2022-11-07T20.24.20.417,51.937,-0.009,-0.120,1.001
1667849060438,2022-11-07T20.24.20.438,51.958,-0.010,-0.118,1.001
1667849060457,2022-11-07T20.24.20.457,51.977,-0.012,-0.118,1.001
1667849060477,2022-11-07T20.24.20.477,51.997,-0.010,-0.120,1.002
1667849060496,2022-11-07T20.24.20.496,52.016,-0.010,-0.120,1.001
1667849060517,2022-11-07T20.24.20.517,52.037,-0.009,-0.119,1.001
1667849060536,2022-11-07T20.24.20.536,52.056,-0.010,-0.118,1.003
1667849060557,2022-11-07T20.24.20.557,52.077,-0.011,-0.119,1.001
1667849060577,2022-11-07T20.24.20.577,52.097,-0.010,-0.119,1.002
1667849060596,2022-11-07T20.24.20.596,52.116,-0.009,-0.119,1.002
1667849060617,2022-11-07T20.24.20.617,52.137,-0.010,-0.119,1.001
1667849060636,2022-11-07T20.24.20.636,52.156,-0.010,-0.120,1.001
1667849060656,2022-11-07T20.24.20.656,52.176,-0.011,-0.119,1.002
1667849060675,2022-11-07T20.24.20.675,52.195,-0.011,-0.118,1.002
1667849060696,2022-11-07T20.24.20.696,52.216,-0.007,-0.119,1.002
1667849060715,2022-11-07T20.24.20.715,52.235,-0.009,-0.120,1.000
1667849060735,2022-11-07T20.24.20.735,52.255,-0.010,-0.119,1.002
1667849060756,2022-11-07T20.24.20.756,52.276,-0.009,-0.120,1.001
1667849060775,2022-11-07T20.24.20.775,52.295,-0.009,-0.120,1.000
1667849060795,2022-11-07T20.24.20.795,52.315,-0.011,-0.118,1.000
1667849060814,2022-11-07T20.24.20.814,52.334,-0.011,-0.120,1.000
1667849060835,2022-11-07T20.24.20.835,52.355,-0.009,-0.119,1.000
1667849060854,2022-11-07T20.24.20.854,52.374,-0.009,-0.119,1.003
1667849060874,2022-11-07T20.24.20.874,52.394,-0.009,-0.118,1.001
1667849060893,2022-11-07T20.24.20.893,52.413,-0.010,-0.119,1.001
1667849060914,2022-11-07T20.24.20.914,52.434,-0.009,-0.119,1.000
1667849060934,2022-11-07T20.24.20.934,52.454,-0.009,-0.119,1.002
1667849060953,2022-11-07T20.24.20.953,52.473,-0.009,-0.120,1.002
1667849060974,2022-11-07T20.24.20.974,52.494,-0.009,-0.120,1.001
1667849060993,2022-11-07T20.24.20.993,52.513,-0.011,-0.119,1.004
1667849061014,2022-11-07T20.24.21.014,52.534,-0.009,-0.118,1.002
1667849061033,2022-11-07T20.24.21.033,52.553,-0.009,-0.120,1.000
1667849061053,2022-11-07T20.24.21.053,52.573,-0.011,-0.121,1.001
1667849061072,2022-11-07T20.24.21.072,52.592,-0.010,-0.119,1.002
1667849061093,2022-11-07T20.24.21.093,52.613,-0.010,-0.119,1.000
1667849061113,2022-11-07T20.24.21.113,52.633,-0.011,-0.120,0.999
1667849061132,2022-11-07T20.24.21.132,52.652,-0.008,-0.121,1.000
1667849061153,2022-11-07T20.24.21.153,52.673,-0.009,-0.120,1.001
1667849061172,2022-11-07T20.24.21.172,52.692,-0.012,-0.119,1.002
1667849061192,2022-11-07T20.24.21.192,52.712,-0.009,-0.117,1.001
1667849061211,2022-11-07T20.24.21.211,52.731,-0.010,-0.119,1.002
1667849061232,2022-11-07T20.24.21.232,52.752,-0.011,-0.119,1.000
1667849061251,2022-11-07T20.24.21.251,52.771,-0.010,-0.119,1.000
1667849061271,2022-11-07T20.24.21.271,52.791,-0.012,-0.120,1.003
1667849061292,2022-11-07T20.24.21.292,52.812,-0.009,-0.119,1.001
1667849061311,2022-11-07T20.24.21.311,52.831,-0.009,-0.118,1.002
1667849061331,2022-11-07T20.24.21.331,52.851,-0.012,-0.119,1.001
1667849061350,2022-11-07T20.24.21.350,52.870,-0.010,-0.118,1.002
1667849061371,2022-11-07T20.24.21.371,52.891,-0.008,-0.117,1.001
1667849061390,2022-11-07T20.24.21.390,52.910,-0.009,-0.119,1.003
