epoc (ms),timestamp (+0100),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667849045130,2022-11-07T20.24.05.130,36.650,-0.244,0.244,0.427
1667849045149,2022-11-07T20.24.05.149,36.669,-0.183,0.305,0.366
1667849045170,2022-11-07T20.24.05.170,36.690,-0.244,0.305,0.366
1667849045189,2022-11-07T20.24.05.189,36.709,-0.305,0.305,0.366
1667849045209,2022-11-07T20.24.05.209,36.729,-0.244,0.305,0.305
1667849045230,2022-11-07T20.24.05.230,36.750,-0.244,0.366,0.366
1667849045249,2022-11-07T20.24.05.249,36.769,-0.305,0.305,0.366
1667849045269,2022-11-07T20.24.05.269,36.789,-0.366,0.305,0.305
1667849045288,2022-11-07T20.24.05.288,36.808,-0.244,0.305,0.305
1667849045309,2022-11-07T20.24.05.309,36.829,-0.244,0.244,0.366
1667849045328,2022-11-07T20.24.05.328,36.848,-0.244,0.305,0.366
1667849045348,2022-11-07T20.24.05.348,36.868,-0.244,0.183,0.366
1667849045368,2022-11-07T20.24.05.368,36.888,-0.244,0.244,0.366
1667849045388,2022-11-07T20.24.05.388,36.908,-0.244,0.305,0.366
1667849045409,2022-11-07T20.24.05.409,36.929,-0.305,0.244,0.305
1667849045428,2022-11-07T20.24.05.428,36.948,-0.244,0.305,0.305
1667849045448,2022-11-07T20.24.05.448,36.968,-0.244,0.305,0.366
1667849045467,2022-11-07T20.24.05.467,36.987,-0.305,0.244,0.366
1667849045488,2022-11-07T20.24.05.488,37.008,-0.244,0.244,0.366
1667849045507,2022-11-07T20.24.05.507,37.027,-0.244,0.244,0.366
1667849045527,2022-11-07T20.24.05.527,37.047,-0.305,0.244,0.366
1667849045546,2022-11-07T20.24.05.546,37.066,-0.244,0.305,0.427
1667849045567,2022-11-07T20.24.05.567,37.087,-0.244,0.305,0.427
1667849045587,2022-11-07T20.24.05.587,37.107,-0.305,0.305,0.366
1667849045606,2022-11-07T20.24.05.606,37.126,-0.244,0.244,0.305
1667849045627,2022-11-07T20.24.05.627,37.147,-0.244,0.305,0.366
1667849045646,2022-11-07T20.24.05.646,37.166,-0.183,0.305,0.427
1667849045666,2022-11-07T20.24.05.666,37.186,-0.122,0.305,0.427
1667849045685,2022-11-07T20.24.05.685,37.205,-0.244,0.244,0.366
1667849045706,2022-11-07T20.24.05.706,37.226,-0.244,0.244,0.305
1667849045725,2022-11-07T20.24.05.725,37.245,-0.244,0.305,0.366
1667849045745,2022-11-07T20.24.05.745,37.265,-0.244,0.305,0.366
1667849045765,2022-11-07T20.24.05.765,37.285,-0.244,0.305,0.366
1667849045785,2022-11-07T20.24.05.785,37.305,-0.244,0.305,0.305
1667849045806,2022-11-07T20.24.05.806,37.326,-0.244,0.244,0.366
1667849045825,2022-11-07T20.24.05.825,37.345,-0.244,0.305,0.427
1667849045845,2022-11-07T20.24.05.845,37.365,-0.244,0.244,0.427
1667849045864,2022-11-07T20.24.05.864,37.384,-0.244,0.305,0.366
1667849045885,2022-11-07T20.24.05.885,37.405,-0.305,0.366,0.305
1667849045904,2022-11-07T20.24.05.904,37.424,-0.244,0.244,0.366
1667849045924,2022-11-07T20.24.05.924,37.444,-0.305,0.244,0.366
1667849045943,2022-11-07T20.24.05.943,37.463,-0.305,0.305,0.305
1667849045964,2022-11-07T20.24.05.964,37.484,-0.244,0.244,0.305
1667849045984,2022-11-07T20.24.05.984,37.504,-0.244,0.244,0.305
1667849046003,2022-11-07T20.24.06.003,37.523,-0.244,0.244,0.366
1667849046024,2022-11-07T20.24.06.024,37.544,-0.183,0.305,0.427
1667849046043,2022-11-07T20.24.06.043,37.563,-0.366,0.305,0.366
1667849046063,2022-11-07T20.24.06.063,37.583,-0.305,0.305,0.366
1667849046082,2022-11-07T20.24.06.082,37.602,-0.305,0.305,0.366
1667849046103,2022-11-07T20.24.06.103,37.623,-0.305,0.305,0.366
1667849046122,2022-11-07T20.24.06.122,37.642,-0.183,0.305,0.366
1667849046142,2022-11-07T20.24.06.142,37.662,-0.244,0.244,0.366
1667849046163,2022-11-07T20.24.06.163,37.683,-0.305,0.244,0.366
1667849046182,2022-11-07T20.24.06.182,37.702,-0.244,0.305,0.305
1667849046202,2022-11-07T20.24.06.202,37.722,-0.305,0.305,0.366
1667849046222,2022-11-07T20.24.06.222,37.742,-0.305,0.305,0.366
1667849046242,2022-11-07T20.24.06.242,37.762,-0.244,0.244,0.366
1667849046261,2022-11-07T20.24.06.261,37.781,-0.183,0.244,0.366
1667849046282,2022-11-07T20.24.06.282,37.802,-0.244,0.305,0.366
1667849046301,2022-11-07T20.24.06.301,37.821,-0.305,0.305,0.305
1667849046321,2022-11-07T20.24.06.321,37.841,-0.244,0.244,0.366
1667849046342,2022-11-07T20.24.06.342,37.862,-0.305,0.305,0.427
1667849046361,2022-11-07T20.24.06.361,37.881,-0.305,0.305,0.366
1667849046381,2022-11-07T20.24.06.381,37.901,-0.244,0.244,0.366
1667849046400,2022-11-07T20.24.06.400,37.920,-0.305,0.305,0.366
1667849046421,2022-11-07T20.24.06.421,37.941,-0.366,0.244,0.305
1667849046440,2022-11-07T20.24.06.440,37.960,-0.305,0.244,0.366
1667849046460,2022-11-07T20.24.06.460,37.980,-0.183,0.366,0.366
1667849046479,2022-11-07T20.24.06.479,37.999,-0.183,0.305,0.305
1667849046500,2022-11-07T20.24.06.500,38.020,-0.244,0.305,0.305
1667849046520,2022-11-07T20.24.06.520,38.040,-0.244,0.305,0.305
1667849046539,2022-11-07T20.24.06.539,38.059,-0.244,0.305,0.305
1667849046560,2022-11-07T20.24.06.560,38.080,-0.305,0.305,0.366
1667849046579,2022-11-07T20.24.06.579,38.099,-0.305,0.305,0.366
1667849046599,2022-11-07T20.24.06.599,38.119,-0.183,0.366,0.366
1667849046619,2022-11-07T20.24.06.619,38.139,-0.244,0.244,0.305
1667849046639,2022-11-07T20.24.06.639,38.159,-0.183,0.183,0.305
1667849046658,2022-11-07T20.24.06.658,38.178,-0.183,0.244,0.305
1667849046679,2022-11-07T20.24.06.679,38.199,-0.305,0.244,0.366
1667849046698,2022-11-07T20.24.06.698,38.218,-0.244,0.244,0.366
1667849046718,2022-11-07T20.24.06.718,38.238,-0.305,0.244,0.366
1667849046739,2022-11-07T20.24.06.739,38.259,-0.244,0.305,0.366
1667849046758,2022-11-07T20.24.06.758,38.278,-0.183,0.244,0.366
1667849046778,2022-11-07T20.24.06.778,38.298,-0.305,0.305,0.366
1667849046797,2022-11-07T20.24.06.797,38.317,-0.305,0.305,0.366
1667849046818,2022-11-07T20.24.06.818,38.338,-0.244,0.244,0.366
1667849046837,2022-11-07T20.24.06.837,38.357,-0.183,0.305,0.366
1667849046857,2022-11-07T20.24.06.857,38.377,-0.183,0.244,0.305
1667849046876,2022-11-07T20.24.06.876,38.396,-0.305,0.183,0.305
1667849046897,2022-11-07T20.24.06.897,38.417,-0.183,0.305,0.366
1667849046917,2022-11-07T20.24.06.917,38.437,-0.244,0.305,0.305
1667849046936,2022-11-07T20.24.06.936,38.456,-0.305,0.305,0.366
1667849046957,2022-11-07T20.24.06.957,38.477,-0.305,0.305,0.366
1667849046976,2022-11-07T20.24.06.976,38.496,-0.305,0.305,0.366
1667849046996,2022-11-07T20.24.06.996,38.516,-0.244,0.305,0.305
1667849047015,2022-11-07T20.24.07.015,38.535,-0.244,0.305,0.305
1667849047036,2022-11-07T20.24.07.036,38.556,-0.305,0.244,0.366
1667849047055,2022-11-07T20.24.07.055,38.575,-0.244,0.305,0.366
1667849047076,2022-11-07T20.24.07.076,38.596,-0.305,0.244,0.305
1667849047096,2022-11-07T20.24.07.096,38.616,-0.244,0.305,0.366
1667849047115,2022-11-07T20.24.07.115,38.635,-0.244,0.305,0.366
1667849047136,2022-11-07T20.24.07.136,38.656,-0.244,0.244,0.366
1667849047155,2022-11-07T20.24.07.155,38.675,-0.244,0.244,0.366
1667849047175,2022-11-07T20.24.07.175,38.695,-0.244,0.244,0.366
1667849047194,2022-11-07T20.24.07.194,38.714,-0.122,0.305,0.366
1667849047215,2022-11-07T20.24.07.215,38.735,-0.183,0.305,0.427
1667849047234,2022-11-07T20.24.07.234,38.754,-0.305,0.305,0.366
1667849047254,2022-11-07T20.24.07.254,38.774,-0.305,0.244,0.366
1667849047275,2022-11-07T20.24.07.275,38.795,-0.244,0.305,0.366
1667849047294,2022-11-07T20.24.07.294,38.814,-0.244,0.305,0.366
1667849047314,2022-11-07T20.24.07.314,38.834,-0.122,0.244,0.366
1667849047333,2022-11-07T20.24.07.333,38.853,-0.183,0.244,0.366
1667849047354,2022-11-07T20.24.07.354,38.874,-0.244,0.244,0.427
1667849047373,2022-11-07T20.24.07.373,38.893,-0.244,0.244,0.366
1667849047393,2022-11-07T20.24.07.393,38.913,-0.244,0.244,0.244
1667849047412,2022-11-07T20.24.07.412,38.932,-0.305,0.244,0.305
1667849047433,2022-11-07T20.24.07.433,38.953,-0.244,0.244,0.366
1667849047453,2022-11-07T20.24.07.453,38.973,-0.244,0.244,0.366
1667849047473,2022-11-07T20.24.07.473,38.993,-0.244,0.305,0.366
1667849047493,2022-11-07T20.24.07.493,39.013,-0.244,0.366,0.305
1667849047512,2022-11-07T20.24.07.512,39.032,-0.244,0.305,0.366
1667849047533,2022-11-07T20.24.07.533,39.053,-0.244,0.244,0.305
1667849047552,2022-11-07T20.24.07.552,39.072,-0.244,0.244,0.366
1667849047572,2022-11-07T20.24.07.572,39.092,-0.305,0.244,0.427
1667849047591,2022-11-07T20.24.07.591,39.111,-0.305,0.305,0.427
1667849047612,2022-11-07T20.24.07.612,39.132,-0.244,0.305,0.366
1667849047632,2022-11-07T20.24.07.632,39.152,-0.183,0.305,0.366
1667849047651,2022-11-07T20.24.07.651,39.171,-0.244,0.305,0.244
1667849047672,2022-11-07T20.24.07.672,39.192,-0.183,0.305,0.305
1667849047691,2022-11-07T20.24.07.691,39.211,-0.183,0.244,0.305
1667849047711,2022-11-07T20.24.07.711,39.231,-0.244,0.244,0.427
1667849047730,2022-11-07T20.24.07.730,39.250,-0.305,0.244,0.427
1667849047751,2022-11-07T20.24.07.751,39.271,-0.305,0.305,0.305
1667849047770,2022-11-07T20.24.07.770,39.290,-0.305,0.244,0.305
1667849047790,2022-11-07T20.24.07.790,39.310,-0.305,0.305,0.366
1667849047809,2022-11-07T20.24.07.809,39.329,-0.244,0.305,0.366
1667849047830,2022-11-07T20.24.07.830,39.350,-0.244,0.305,0.366
1667849047850,2022-11-07T20.24.07.850,39.370,-0.305,0.244,0.366
1667849047869,2022-11-07T20.24.07.869,39.389,-0.244,0.244,0.366
1667849047890,2022-11-07T20.24.07.890,39.410,-0.244,0.366,0.366
1667849047909,2022-11-07T20.24.07.909,39.429,-0.244,0.244,0.427
1667849047930,2022-11-07T20.24.07.930,39.450,-0.244,0.183,0.366
1667849047949,2022-11-07T20.24.07.949,39.469,-0.183,0.183,0.366
1667849047969,2022-11-07T20.24.07.969,39.489,-0.244,0.244,0.305
1667849047988,2022-11-07T20.24.07.988,39.508,-0.305,0.244,0.366
1667849048009,2022-11-07T20.24.08.009,39.529,-0.244,0.244,0.305
1667849048029,2022-11-07T20.24.08.029,39.549,-0.244,0.305,0.366
1667849048048,2022-11-07T20.24.08.048,39.568,-0.244,0.305,0.366
1667849048069,2022-11-07T20.24.08.069,39.589,-0.244,0.244,0.366
1667849048088,2022-11-07T20.24.08.088,39.608,-0.244,0.244,0.305
1667849048108,2022-11-07T20.24.08.108,39.628,-0.244,0.305,0.366
1667849048127,2022-11-07T20.24.08.127,39.647,-0.305,0.305,0.305
1667849048148,2022-11-07T20.24.08.148,39.668,-0.244,0.244,0.366
1667849048167,2022-11-07T20.24.08.167,39.687,-0.244,0.183,0.305
1667849048187,2022-11-07T20.24.08.187,39.707,-0.244,0.305,0.305
1667849048208,2022-11-07T20.24.08.208,39.728,-0.244,0.305,0.305
1667849048227,2022-11-07T20.24.08.227,39.747,-0.244,0.244,0.305
1667849048247,2022-11-07T20.24.08.247,39.767,-0.305,0.244,0.366
1667849048266,2022-11-07T20.24.08.266,39.786,-0.305,0.244,0.305
1667849048287,2022-11-07T20.24.08.287,39.807,-0.244,0.305,0.366
1667849048306,2022-11-07T20.24.08.306,39.826,-0.244,0.244,0.366
1667849048327,2022-11-07T20.24.08.327,39.847,-0.305,0.305,0.366
1667849048346,2022-11-07T20.24.08.346,39.866,-0.244,0.244,0.305
1667849048366,2022-11-07T20.24.08.366,39.886,-0.183,0.183,0.305
1667849048387,2022-11-07T20.24.08.387,39.907,-0.244,0.305,0.305
1667849048406,2022-11-07T20.24.08.406,39.926,-0.244,0.244,0.366
1667849048426,2022-11-07T20.24.08.426,39.946,-0.183,0.244,0.366
1667849048445,2022-11-07T20.24.08.445,39.965,-0.305,0.244,0.366
1667849048466,2022-11-07T20.24.08.466,39.986,-0.305,0.244,0.366
1667849048485,2022-11-07T20.24.08.485,40.005,-0.183,0.244,0.366
1667849048505,2022-11-07T20.24.08.505,40.025,-0.244,0.244,0.427
1667849048524,2022-11-07T20.24.08.524,40.044,-0.305,0.305,0.366
1667849048545,2022-11-07T20.24.08.545,40.065,-0.244,0.244,0.366
1667849048565,2022-11-07T20.24.08.565,40.085,-0.244,0.244,0.305
1667849048584,2022-11-07T20.24.08.584,40.104,-0.305,0.305,0.366
1667849048605,2022-11-07T20.24.08.605,40.125,-0.305,0.305,0.366
1667849048624,2022-11-07T20.24.08.624,40.144,-0.305,0.244,0.305
1667849048644,2022-11-07T20.24.08.644,40.164,-0.244,0.305,0.366
1667849048663,2022-11-07T20.24.08.663,40.183,-0.183,0.244,0.305
1667849048684,2022-11-07T20.24.08.684,40.204,-0.244,0.244,0.305
1667849048703,2022-11-07T20.24.08.703,40.223,-0.305,0.244,0.305
1667849048723,2022-11-07T20.24.08.723,40.243,-0.305,0.244,0.366
1667849048744,2022-11-07T20.24.08.744,40.264,-0.183,0.305,0.366
1667849048763,2022-11-07T20.24.08.763,40.283,-0.305,0.305,0.366
1667849048784,2022-11-07T20.24.08.784,40.304,-0.244,0.305,0.366
1667849048803,2022-11-07T20.24.08.803,40.323,-0.183,0.305,0.366
1667849048823,2022-11-07T20.24.08.823,40.343,-0.305,0.305,0.427
1667849048842,2022-11-07T20.24.08.842,40.362,-0.244,0.305,0.427
1667849048863,2022-11-07T20.24.08.863,40.383,-0.244,0.305,0.366
1667849048882,2022-11-07T20.24.08.882,40.402,-0.244,0.305,0.305
1667849048902,2022-11-07T20.24.08.902,40.422,-0.305,0.244,0.366
1667849048923,2022-11-07T20.24.08.923,40.443,-0.244,0.244,0.366
1667849048942,2022-11-07T20.24.08.942,40.462,-0.244,0.305,0.366
1667849048962,2022-11-07T20.24.08.962,40.482,-0.366,0.305,0.366
1667849048981,2022-11-07T20.24.08.981,40.501,-0.366,0.366,0.366
1667849049002,2022-11-07T20.24.09.002,40.522,-0.244,0.305,0.366
1667849049021,2022-11-07T20.24.09.021,40.541,-0.183,0.183,0.305
1667849049041,2022-11-07T20.24.09.041,40.561,-0.244,0.305,0.366
1667849049060,2022-11-07T20.24.09.060,40.580,-0.366,0.305,0.366
1667849049081,2022-11-07T20.24.09.081,40.601,-0.305,0.305,0.427
1667849049100,2022-11-07T20.24.09.100,40.620,-0.244,0.305,0.366
1667849049120,2022-11-07T20.24.09.120,40.640,-0.244,0.244,0.305
1667849049141,2022-11-07T20.24.09.141,40.661,-0.244,0.305,0.366
1667849049160,2022-11-07T20.24.09.160,40.680,-0.305,0.305,0.366
1667849049181,2022-11-07T20.24.09.181,40.701,-0.366,0.305,0.366
1667849049200,2022-11-07T20.24.09.200,40.720,-0.305,0.305,0.366
1667849049220,2022-11-07T20.24.09.220,40.740,-0.244,0.305,0.366
1667849049239,2022-11-07T20.24.09.239,40.759,-0.244,0.305,0.366
1667849049260,2022-11-07T20.24.09.260,40.780,-0.244,0.305,0.427
1667849049279,2022-11-07T20.24.09.279,40.799,-0.244,0.244,0.366
1667849049299,2022-11-07T20.24.09.299,40.819,-0.305,0.244,0.366
1667849049320,2022-11-07T20.24.09.320,40.840,-0.305,0.305,0.366
1667849049339,2022-11-07T20.24.09.339,40.859,-0.305,0.305,0.366
1667849049359,2022-11-07T20.24.09.359,40.879,-0.305,0.244,0.366
1667849049378,2022-11-07T20.24.09.378,40.898,-0.305,0.305,0.366
1667849049399,2022-11-07T20.24.09.399,40.919,-0.305,0.305,0.305
1667849049418,2022-11-07T20.24.09.418,40.938,-0.244,0.305,0.366
1667849049438,2022-11-07T20.24.09.438,40.958,-0.244,0.244,0.427
1667849049457,2022-11-07T20.24.09.457,40.977,-0.244,0.244,0.427
1667849049478,2022-11-07T20.24.09.478,40.998,-0.244,0.244,0.427
1667849049498,2022-11-07T20.24.09.498,41.018,-0.305,0.305,0.427
1667849049517,2022-11-07T20.24.09.517,41.037,-0.244,0.305,0.366
1667849049538,2022-11-07T20.24.09.538,41.058,-0.305,0.244,0.305
1667849049557,2022-11-07T20.24.09.557,41.077,-0.305,0.244,0.366
1667849049577,2022-11-07T20.24.09.577,41.097,-0.244,0.305,0.366
1667849049597,2022-11-07T20.24.09.597,41.117,-0.244,0.305,0.305
1667849049617,2022-11-07T20.24.09.617,41.137,-0.244,0.244,0.366
1667849049636,2022-11-07T20.24.09.636,41.156,-0.183,0.183,0.366
1667849049657,2022-11-07T20.24.09.657,41.177,-0.244,0.244,0.305
1667849049677,2022-11-07T20.24.09.677,41.197,-0.305,0.183,0.305
1667849049696,2022-11-07T20.24.09.696,41.216,-0.244,0.305,0.305
1667849049717,2022-11-07T20.24.09.717,41.237,-0.183,0.305,0.366
1667849049736,2022-11-07T20.24.09.736,41.256,-0.244,0.305,0.366
1667849049756,2022-11-07T20.24.09.756,41.276,-0.305,0.305,0.366
1667849049775,2022-11-07T20.24.09.775,41.295,-0.305,0.244,0.305
1667849049796,2022-11-07T20.24.09.796,41.316,-0.244,0.305,0.366
1667849049815,2022-11-07T20.24.09.815,41.335,-0.244,0.305,0.366
1667849049835,2022-11-07T20.24.09.835,41.355,-0.244,0.244,0.305
1667849049856,2022-11-07T20.24.09.856,41.376,-0.244,0.305,0.366
1667849049875,2022-11-07T20.24.09.875,41.395,-0.244,0.305,0.366
1667849049895,2022-11-07T20.24.09.895,41.415,-0.244,0.244,0.305
1667849049914,2022-11-07T20.24.09.914,41.434,-0.244,0.244,0.366
1667849049935,2022-11-07T20.24.09.935,41.455,-0.305,0.305,0.366
1667849049954,2022-11-07T20.24.09.954,41.474,-0.305,0.305,0.366
1667849049974,2022-11-07T20.24.09.974,41.494,-0.183,0.244,0.366
1667849049994,2022-11-07T20.24.09.994,41.514,-0.244,0.244,0.427
1667849050014,2022-11-07T20.24.10.014,41.534,-0.244,0.305,0.305
1667849050035,2022-11-07T20.24.10.035,41.555,-0.244,0.366,0.305
1667849050054,2022-11-07T20.24.10.054,41.574,-0.244,0.305,0.366
1667849050074,2022-11-07T20.24.10.074,41.594,-0.183,0.244,0.366
1667849050093,2022-11-07T20.24.10.093,41.613,-0.183,0.305,0.305
1667849050114,2022-11-07T20.24.10.114,41.634,-0.244,0.183,0.305
1667849050133,2022-11-07T20.24.10.133,41.653,-0.305,0.244,0.366
1667849050153,2022-11-07T20.24.10.153,41.673,-0.244,0.305,0.366
1667849050172,2022-11-07T20.24.10.172,41.692,-0.244,0.305,0.366
1667849050193,2022-11-07T20.24.10.193,41.713,-0.244,0.183,0.305
1667849050212,2022-11-07T20.24.10.212,41.732,-0.244,0.244,0.366
1667849050232,2022-11-07T20.24.10.232,41.752,-0.305,0.244,0.366
1667849050253,2022-11-07T20.24.10.253,41.773,-0.244,0.244,0.366
1667849050272,2022-11-07T20.24.10.272,41.792,-0.183,0.305,0.305
1667849050292,2022-11-07T20.24.10.292,41.812,-0.244,0.305,0.305
1667849050311,2022-11-07T20.24.10.311,41.831,-0.305,0.305,0.305
1667849050332,2022-11-07T20.24.10.332,41.852,-0.305,0.305,0.366
1667849050351,2022-11-07T20.24.10.351,41.871,-0.305,0.305,0.366
1667849050371,2022-11-07T20.24.10.371,41.891,-0.244,0.305,0.427
1667849050390,2022-11-07T20.24.10.390,41.910,-0.183,0.305,0.305
1667849050411,2022-11-07T20.24.10.411,41.931,-0.244,0.244,0.366
1667849050432,2022-11-07T20.24.10.432,41.952,-0.305,0.305,0.366
1667849050451,2022-11-07T20.24.10.451,41.971,-0.244,0.305,0.366
1667849050471,2022-11-07T20.24.10.471,41.991,-0.244,0.305,0.366
1667849050490,2022-11-07T20.24.10.490,42.010,-0.305,0.244,0.366
1667849050511,2022-11-07T20.24.10.511,42.031,-0.244,0.305,0.305
1667849050530,2022-11-07T20.24.10.530,42.050,-0.244,0.244,0.366
1667849050550,2022-11-07T20.24.10.550,42.070,-0.244,0.305,0.305
1667849050569,2022-11-07T20.24.10.569,42.089,-0.244,0.366,0.366
1667849050590,2022-11-07T20.24.10.590,42.110,-0.244,0.305,0.366
1667849050610,2022-11-07T20.24.10.610,42.130,-0.244,0.244,0.305
1667849050629,2022-11-07T20.24.10.629,42.149,-0.183,0.244,0.366
1667849050650,2022-11-07T20.24.10.650,42.170,-0.305,0.305,0.305
1667849050669,2022-11-07T20.24.10.669,42.189,-0.366,0.244,0.427
1667849050689,2022-11-07T20.24.10.689,42.209,-0.244,0.244,0.366
1667849050708,2022-11-07T20.24.10.708,42.228,-0.244,0.305,0.305
1667849050729,2022-11-07T20.24.10.729,42.249,-0.244,0.305,0.305
1667849050748,2022-11-07T20.24.10.748,42.268,-0.305,0.244,0.305
1667849050768,2022-11-07T20.24.10.768,42.288,-0.244,0.305,0.366
1667849050789,2022-11-07T20.24.10.789,42.309,-0.244,0.244,0.305
1667849050808,2022-11-07T20.24.10.808,42.328,-0.305,0.244,0.366
1667849050828,2022-11-07T20.24.10.828,42.348,-0.244,0.305,0.366
1667849050848,2022-11-07T20.24.10.848,42.368,-0.305,0.244,0.305
1667849050868,2022-11-07T20.24.10.868,42.388,-0.305,0.244,0.366
1667849050887,2022-11-07T20.24.10.887,42.407,-0.244,0.305,0.305
1667849050908,2022-11-07T20.24.10.908,42.428,-0.244,0.366,0.366
1667849050927,2022-11-07T20.24.10.927,42.447,-0.366,0.305,0.305
1667849050947,2022-11-07T20.24.10.947,42.467,-0.244,0.244,0.305
1667849050968,2022-11-07T20.24.10.968,42.488,-0.244,0.244,0.366
1667849050987,2022-11-07T20.24.10.987,42.507,-0.305,0.244,0.366
1667849051007,2022-11-07T20.24.11.007,42.527,-0.244,0.305,0.305
1667849051026,2022-11-07T20.24.11.026,42.546,-0.183,0.244,0.305
1667849051047,2022-11-07T20.24.11.047,42.567,-0.244,0.305,0.366
1667849051066,2022-11-07T20.24.11.066,42.586,-0.183,0.305,0.366
1667849051086,2022-11-07T20.24.11.086,42.606,-0.305,0.305,0.366
1667849051105,2022-11-07T20.24.11.105,42.625,-0.305,0.244,0.305
1667849051126,2022-11-07T20.24.11.126,42.646,-0.244,0.305,0.366
1667849051146,2022-11-07T20.24.11.146,42.666,-0.244,0.305,0.366
1667849051165,2022-11-07T20.24.11.165,42.685,-0.305,0.305,0.366
1667849051186,2022-11-07T20.24.11.186,42.706,-0.305,0.244,0.305
1667849051205,2022-11-07T20.24.11.205,42.725,-0.305,0.305,0.366
1667849051225,2022-11-07T20.24.11.225,42.745,-0.244,0.244,0.366
1667849051244,2022-11-07T20.24.11.244,42.764,-0.305,0.305,0.366
1667849051265,2022-11-07T20.24.11.265,42.785,-0.244,0.305,0.366
1667849051284,2022-11-07T20.24.11.284,42.804,-0.244,0.244,0.305
1667849051305,2022-11-07T20.24.11.305,42.825,-0.183,0.305,0.305
1667849051325,2022-11-07T20.24.11.325,42.845,-0.183,0.244,0.366
1667849051344,2022-11-07T20.24.11.344,42.864,-0.244,0.244,0.366
1667849051365,2022-11-07T20.24.11.365,42.885,-0.244,0.305,0.366
1667849051384,2022-11-07T20.24.11.384,42.904,-0.244,0.305,0.366
1667849051404,2022-11-07T20.24.11.404,42.924,-0.244,0.244,0.366
1667849051423,2022-11-07T20.24.11.423,42.943,-0.244,0.244,0.305
1667849051444,2022-11-07T20.24.11.444,42.964,-0.305,0.305,0.366
1667849051463,2022-11-07T20.24.11.463,42.983,-0.183,0.305,0.366
1667849051483,2022-11-07T20.24.11.483,43.003,-0.244,0.244,0.305
1667849051502,2022-11-07T20.24.11.502,43.022,-0.244,0.305,0.305
1667849051523,2022-11-07T20.24.11.523,43.043,-0.244,0.244,0.366
1667849051543,2022-11-07T20.24.11.543,43.063,-0.244,0.244,0.305
1667849051562,2022-11-07T20.24.11.562,43.082,-0.244,0.305,0.366
1667849051583,2022-11-07T20.24.11.583,43.103,-0.244,0.305,0.305
1667849051602,2022-11-07T20.24.11.602,43.122,-0.244,0.244,0.305
1667849051622,2022-11-07T20.24.11.622,43.142,-0.305,0.244,0.366
1667849051641,2022-11-07T20.24.11.641,43.161,-0.305,0.244,0.366
1667849051662,2022-11-07T20.24.11.662,43.182,-0.244,0.305,0.366
1667849051681,2022-11-07T20.24.11.681,43.201,-0.244,0.305,0.366
1667849051702,2022-11-07T20.24.11.702,43.222,-0.244,0.244,0.366
1667849051722,2022-11-07T20.24.11.722,43.242,-0.183,0.244,0.305
1667849051741,2022-11-07T20.24.11.741,43.261,-0.305,0.305,0.305
1667849051762,2022-11-07T20.24.11.762,43.282,-0.305,0.305,0.366
1667849051781,2022-11-07T20.24.11.781,43.301,-0.305,0.305,0.366
1667849051801,2022-11-07T20.24.11.801,43.321,-0.305,0.244,0.366
