"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.018423412E1,9.651670605E-2,-4.850270152E-1,-2.425135076E-1
4.018624825E1,1.197295859E-1,-4.453207552E-1,-2.327396572E-1
4.018823185E1,1.343903542E-1,-4.184426963E-1,-2.247984111E-1
4.019024598E1,1.618792862E-1,-3.659082949E-1,-2.089159191E-1
4.019222959E1,1.942551434E-1,-3.097086847E-1,-1.875356287E-1
4.019427423E1,2.284636050E-1,-2.498438805E-1,-1.643227488E-1
4.019622733E1,2.449569702E-1,-2.193006277E-1,-1.514945775E-1
4.019824145E1,2.822197378E-1,-1.624901593E-1,-1.258382350E-1
4.020022506E1,3.188716471E-1,-1.032362282E-1,-9.590584040E-2
4.020223919E1,3.347541690E-1,-7.269296050E-2,-8.246681094E-2
4.020425332E1,3.665191531E-1,-1.099557430E-2,-5.070181563E-2
4.020623692E1,3.933972120E-1,4.825835302E-2,-2.138028294E-2
4.020825105E1,4.074471295E-1,8.307767659E-2,-3.665191587E-3
4.021023466E1,4.355469346E-1,1.417207420E-1,2.932153270E-2
4.021224879E1,4.679227769E-1,2.040289938E-1,6.536258012E-2
4.021426291E1,4.850270152E-1,2.321287990E-1,8.246681094E-2
4.021624652E1,5.277875662E-1,2.858849466E-1,1.191187203E-1
4.021823013E1,5.729916096E-1,3.365867436E-1,1.569923609E-1
4.022024426E1,6.023131609E-1,3.616322279E-1,1.740965992E-1
4.022222787E1,6.603453159E-1,4.007275999E-1,2.138028294E-1
4.022424199E1,7.275404930E-1,4.300491214E-1,2.449569702E-1
4.022622560E1,7.678576112E-1,4.434881806E-1,2.620611787E-1
4.022823973E1,8.399397135E-1,4.630358517E-1,2.907718420E-1
4.023022334E1,9.181304574E-1,4.758640230E-1,3.158173263E-1
4.023223747E1,9.950994849E-1,4.850270152E-1,3.347541690E-1
4.023425159E1,1.033583999E0,4.893030524E-1,3.414736688E-1
4.023623520E1,1.107498646E0,4.905247986E-1,3.567453027E-1
4.023824933E1,1.177748203E0,4.880813360E-1,3.695734739E-1
4.024023294E1,1.211345792E0,4.874704778E-1,3.750712574E-1
4.024224706E1,1.269377947E0,4.795292318E-1,3.866777122E-1
4.024426119E1,1.319468975E0,4.654793143E-1,3.940080702E-1
4.024624480E1,1.337184072E0,4.550946057E-1,3.982841372E-1
4.024822841E1,1.374446750E0,4.349360466E-1,4.001167417E-1
4.025024254E1,1.401324868E0,4.105014503E-1,4.037819207E-1
4.025222614E1,1.409266114E0,3.982841372E-1,4.050036669E-1
4.025424027E1,1.420261741E0,3.683517575E-1,4.068362415E-1
4.025622388E1,1.426981211E0,3.359758854E-1,4.129449129E-1
4.025823801E1,1.425759435E0,3.176499307E-1,4.141666293E-1
4.026022162E1,1.420872569E0,2.779437006E-1,4.208861589E-1
4.026223574E1,1.409266114E0,2.345722616E-1,4.276056588E-1
4.026421935E1,1.398270488E0,2.144137025E-1,4.288274050E-1
4.026623348E1,1.378722906E0,1.655444801E-1,4.373795092E-1
4.026821709E1,1.354288220E0,1.130100712E-1,4.465425014E-1
4.027023121E1,1.319468975E0,6.047565863E-2,4.550946057E-1
4.027221482E1,1.300532103E0,3.420845419E-2,4.581489265E-1
4.027425947E1,1.260825872E0,-2.382374369E-2,4.654793143E-1
4.027621256E1,1.217454433E0,-8.002334833E-2,4.734205604E-1
4.027822668E1,1.195463300E0,-1.099557430E-1,4.807509482E-1
4.028024081E1,1.153313637E0,-1.716531366E-1,4.923573732E-1
4.028222442E1,1.108720422E0,-2.345722616E-1,5.015203953E-1
4.028423855E1,1.085507512E0,-2.669481039E-1,5.082398653E-1
4.028622216E1,1.046412110E0,-3.298672438E-1,5.186246037E-1
4.028823628E1,1.010982037E0,-3.921754956E-1,5.326744914E-1
4.029021989E1,9.932668805E-1,-4.227187634E-1,5.381723046E-1
4.029223402E1,9.633345008E-1,-4.838052690E-1,5.534439087E-1
4.029424815E1,9.419541955E-1,-5.393940210E-1,5.674937963E-1
4.029623176E1,9.315695167E-1,-5.687155724E-1,5.729916096E-1
4.029821536E1,9.175195694E-1,-6.200281978E-1,5.882632136E-1
4.030022949E1,9.077457786E-1,-6.646214128E-1,5.986479521E-1
4.030221310E1,9.089674950E-1,-7.086036801E-1,6.102544069E-1
4.030422723E1,9.120218158E-1,-7.305948138E-1,6.145304441E-1
4.030621084E1,9.211847782E-1,-7.703011036E-1,6.236934066E-1
4.030822496E1,9.370672703E-1,-8.057312369E-1,6.298020482E-1
4.031023909E1,9.456194043E-1,-8.210029006E-1,6.352998614E-1
4.031222270E1,9.676105380E-1,-8.539896011E-1,6.359107494E-1
4.031423682E1,9.981538057E-1,-8.796459436E-1,6.395758986E-1
4.031622043E1,1.011592865E0,-8.967501521E-1,6.371324658E-1
4.031823456E1,1.044579625E0,-9.224064946E-1,6.346889734E-1
4.032021817E1,1.084285855E0,-9.395107627E-1,6.340781450E-1
4.032223230E1,1.105055213E0,-9.468411207E-1,6.310238242E-1
4.032424642E1,1.152091861E0,-9.584475756E-1,6.261368990E-1
4.032623003E1,1.201571941E0,-9.663888216E-1,6.188064814E-1
4.032821364E1,1.230282545E0,-9.676105380E-1,6.133087277E-1
4.033022777E1,1.292590857E0,-9.724974632E-1,6.041457057E-1
4.033221138E1,1.361007810E0,-9.724974632E-1,5.900958180E-1
4.033425602E1,1.437365890E0,-9.694431424E-1,5.754350424E-1
4.033620911E1,1.479515672E0,-9.663888216E-1,5.656611919E-1
4.033822324E1,1.569312811E0,-9.627236128E-1,5.436700583E-1
4.034020685E1,1.662775159E0,-9.498954415E-1,5.198463202E-1
4.034222098E1,1.712255239E0,-9.407324791E-1,5.045747161E-1
4.034420458E1,1.810604572E0,-9.193521738E-1,4.758640230E-1
4.034621871E1,1.915062547E0,-8.991936445E-1,4.459316432E-1
4.034820232E1,1.969429493E0,-8.851437569E-1,4.306600094E-1
4.035021645E1,2.073887587E0,-8.576548100E-1,3.982841372E-1
4.035223057E1,2.180788994E0,-8.240572214E-1,3.677408695E-1
4.035424470E1,2.236988544E0,-8.106181622E-1,3.549126983E-1
4.035622831E1,2.350609541E0,-7.788531780E-1,3.274237812E-1
4.035821192E1,2.465452194E0,-7.476990819E-1,3.029891551E-1
4.036022605E1,2.525927782E0,-7.324274182E-1,2.907718420E-1
4.036220965E1,2.640770435E0,-7.067710757E-1,2.626720667E-1
4.036422378E1,2.752558708E0,-6.805039048E-1,2.388483137E-1
4.036620739E1,2.808147430E0,-6.731734872E-1,2.241875380E-1
4.036822152E1,2.915048838E0,-6.487388611E-1,1.985312104E-1
4.037020513E1,3.017674208E0,-6.261368990E-1,1.777617931E-1
4.037224977E1,3.113580227E0,-6.029239893E-1,1.582140923E-1
4.037423338E1,3.160005808E0,-5.925393105E-1,1.514945775E-1
4.037621699E1,3.246748686E0,-5.833762884E-1,1.374446750E-1
4.037820060E1,3.326161146E0,-5.766568184E-1,1.227839142E-1
4.038021472E1,3.359758854E0,-5.784893632E-1,1.142318025E-1
4.038219833E1,3.422067165E0,-5.748242140E-1,1.001819000E-1
4.038421246E1,3.469714642E0,-5.736024380E-1,8.552113175E-2
4.038622658E1,3.491094828E0,-5.778785348E-1,7.880161703E-2
4.038821020E1,3.522248983E0,-5.882632136E-1,6.841690838E-2
4.039022432E1,3.546683550E0,-6.047565937E-1,5.986479297E-2
4.039220793E1,3.556457520E0,-6.133087277E-1,5.925392732E-2
4.039422206E1,3.559511900E0,-6.407976151E-1,4.581489414E-2
4.039620567E1,3.555846691E0,-6.750060916E-1,3.420845419E-2
4.039821979E1,3.551570654E0,-6.921103001E-1,3.359758854E-2
4.040020340E1,3.535687923E0,-7.238753438E-1,2.993239649E-2
4.040221753E1,3.518583775E0,-7.483099103E-1,2.260201424E-2
4.040423166E1,3.495370865E0,-7.660250068E-1,1.588249579E-2
4.040621526E1,3.483153582E0,-7.733554244E-1,1.466076635E-2
4.040819887E1,3.458719015E0,-7.855727077E-1,9.773843922E-3
4.041021300E1,3.434284449E0,-7.880161405E-1,3.054326167E-3
4.041222713E1,3.422677994E0,-7.916813493E-1,-1.221730490E-3
4.041424125E1,3.402519464E0,-7.904596329E-1,-8.552113548E-3
4.041622486E1,3.383582592E0,-7.977899909E-1,-2.015855350E-2
4.041820847E1,3.375641346E0,-8.057312369E-1,-2.871066704E-2
4.042022260E1,3.362813234E0,-8.252789378E-1,-4.459316283E-2
4.042220621E1,3.347541571E0,-8.546004891E-1,-6.536258012E-2
4.042422033E1,3.337767601E0,-8.680394888E-1,-7.696902007E-2
4.042620394E1,3.316387415E0,-8.930850029E-1,-1.056796908E-1
4.042821807E1,3.288898468E0,-9.132435322E-1,-1.356120855E-1
4.043020168E1,3.274237633E0,-9.236282706E-1,-1.521054506E-1
4.043221581E1,3.232698917E0,-9.462302923E-1,-1.893682331E-1
4.043422993E1,3.188105822E0,-9.682214260E-1,-2.260201424E-1
4.043621354E1,3.161838531E0,-9.804387093E-1,-2.431243658E-1
4.043819715E1,3.114801884E0,-1.005484223E0,-2.809980214E-1
4.044021128E1,3.064710855E0,-1.025031924E0,-3.176499307E-1
4.044222540E1,3.022561312E0,-1.039081812E0,-3.530801237E-1
4.044423953E1,3.001180887E0,-1.048244715E0,-3.707951903E-1
4.044622314E1,2.963918209E0,-1.065348983E0,-4.043927789E-1
4.044820675E1,2.928488016E0,-1.086729288E0,-4.367686510E-1
4.045022088E1,2.913216352E0,-1.102000952E0,-4.483750761E-1
4.045220448E1,2.884505749E0,-1.125824690E0,-4.758640230E-1
4.045424913E1,2.855794907E0,-1.150259256E0,-4.966334403E-1
4.045620222E1,2.839912415E0,-1.161254883E0,-5.064072609E-1
4.045821635E1,2.813034534E0,-1.185078621E0,-5.180137157E-1
4.046019996E1,2.787378073E0,-1.200350165E0,-5.302310586E-1
4.046221408E1,2.778215170E0,-1.206458807E0,-5.308418870E-1
4.046422821E1,2.755613089E0,-1.212567568E0,-5.302310586E-1
4.046621182E1,2.737898111E0,-1.217454433E0,-5.247332454E-1
4.046822594E1,2.728124142E0,-1.220508814E0,-5.180137157E-1
4.047020955E1,2.712852478E0,-1.224784851E0,-5.039638281E-1
4.047222368E1,2.692693949E0,-1.229671717E0,-4.862487316E-1
4.047423781E1,2.676811457E0,-1.227839112E0,-4.660901725E-1
4.047622142E1,2.668259382E0,-1.224173903E0,-4.514294267E-1
4.047820503E1,2.655431271E0,-1.218676209E0,-4.208861589E-1
4.048021915E1,2.643824816E0,-1.207069755E0,-3.903428912E-1
4.048220276E1,2.639548779E0,-1.201571941E0,-3.744603992E-1
4.048421689E1,2.637716055E0,-1.194241524E0,-3.408628106E-1
4.048620050E1,2.637716055E0,-1.189354658E0,-3.103195429E-1
4.048821462E1,2.639548779E0,-1.186300278E0,-2.968805134E-1
4.049019823E1,2.642603159E0,-1.175915599E0,-2.681698501E-1
4.049221236E1,2.648711681E0,-1.161865711E0,-2.455678284E-1
4.049422649E1,2.648711681E0,-1.150870085E0,-2.388483137E-1
4.049621010E1,2.652987719E0,-1.128878951E0,-2.290744632E-1
4.049822422E1,2.645657301E0,-1.099557400E0,-2.278527319E-1
4.050020783E1,2.641992092E0,-1.083064079E0,-2.290744632E-1
4.050222196E1,2.629163980E0,-1.050077319E0,-2.357939780E-1
4.050420557E1,2.610227108E0,-1.015258074E0,-2.528982162E-1
4.050621969E1,2.598620653E0,-1.001208186E0,-2.657263875E-1
4.050820330E1,2.573575258E0,-9.596692920E-1,-2.871066630E-1
4.051021743E1,2.545475483E0,-9.211847782E-1,-3.188716471E-1
4.051220104E1,2.518597364E0,-8.924741149E-1,-3.518583775E-1
4.051424568E1,2.509434462E0,-8.820894361E-1,-3.714060783E-1
4.051619877E1,2.492941141E0,-8.655960560E-1,-4.086688459E-1
4.051821290E1,2.481334686E0,-8.521569967E-1,-4.465425014E-1
4.052019651E1,2.475225925E0,-8.472700715E-1,-4.654793143E-1
4.052221064E1,2.465452194E0,-8.362745047E-1,-5.033529401E-1
4.052422476E1,2.463619471E0,-8.289441466E-1,-5.357288122E-1
4.052620837E1,2.465452194E0,-8.228355050E-1,-5.485569835E-1
4.052819198E1,2.467895508E0,-8.130616546E-1,-5.729916096E-1
4.053020611E1,2.477058649E0,-8.112290502E-1,-5.894849896E-1
4.053222023E1,2.485610723E0,-8.075638413E-1,-5.943718553E-1
4.053423436E1,2.502104044E0,-8.057312369E-1,-6.078109145E-1
4.053621797E1,2.520430088E0,-8.026769161E-1,-6.126978397E-1
4.053820158E1,2.532036543E0,-8.063421249E-1,-6.169738770E-1
4.054021570E1,2.557081938E0,-8.326093554E-1,-6.157521605E-1
4.054219932E1,2.579684019E0,-8.698720932E-1,-6.084218025E-1
4.054421344E1,2.604729414E0,-9.089674950E-1,-5.907067060E-1
4.054619705E1,2.618168354E0,-9.260717034E-1,-5.809328556E-1
4.054821118E1,2.645046473E0,-9.498954415E-1,-5.528330207E-1
4.055019479E1,2.676200628E0,-9.755517840E-1,-5.137376785E-1
4.055220891E1,2.690250635E0,-9.896016717E-1,-4.954117239E-1
4.055422304E1,2.721404552E0,-1.025031924E0,-4.477642179E-1
4.055620665E1,2.750726223E0,-1.071457624E0,-3.988949955E-1
4.055819026E1,2.762332678E0,-1.094670534E0,-3.756821156E-1
4.056020439E1,2.789821625E0,-1.132544160E0,-3.292563558E-1
4.056218799E1,2.813034534E0,-1.167363524E0,-2.901609838E-1
4.056423264E1,2.825862646E0,-1.181413412E0,-2.730567753E-1
4.056618573E1,2.845410347E0,-1.208291411E0,-2.480112910E-1
4.056819986E1,2.864347219E0,-1.224173903E0,-2.290744632E-1
4.057021398E1,2.871677399E0,-1.232726097E0,-2.217440903E-1
4.057219759E1,2.879618883E0,-1.244943380E0,-2.131919712E-1
4.057421172E1,2.883894920E0,-1.258382440E0,-2.089159191E-1
4.057619533E1,2.880840540E0,-1.264491081E0,-2.095267773E-1
4.057820945E1,2.869844913E0,-1.284038782E0,-2.199114859E-1
4.058019306E1,2.853351593E0,-1.299921274E0,-2.345722616E-1
4.058220719E1,2.828306198E0,-1.306029916E0,-2.596177161E-1
4.058419080E1,2.809980154E0,-1.309695125E0,-2.755002379E-1
4.058620493E1,2.769663095E0,-1.309695125E0,-3.097086847E-1
4.058818854E1,2.718350410E0,-1.303586483E0,-3.433062732E-1
4.059020266E1,2.693304777E0,-1.299921274E0,-3.616322279E-1
4.059218627E1,2.641992092E0,-1.298699498E0,-3.946189582E-1
4.059423092E1,2.585792542E0,-1.294423461E0,-4.269948006E-1
4.059618401E1,2.560747147E0,-1.294423461E0,-4.416555762E-1
4.059819813E1,2.511877775E0,-1.286482215E0,-4.624249935E-1
4.060018174E1,2.466673851E0,-1.275486588E0,-4.838052690E-1
4.060219587E1,2.444682598E0,-1.266934514E0,-4.899139404E-1
4.060421000E1,2.409863472E0,-1.247386813E0,-4.960225821E-1
4.060619360E1,2.379930973E0,-1.225395679E0,-4.948008358E-1
4.060820773E1,2.367713690E0,-1.217454433E0,-4.917465150E-1
4.061019134E1,2.349387646E0,-1.200961113E0,-4.807509482E-1
4.061220547E1,2.334116220E0,-1.191187263E0,-4.648684561E-1
4.061421959E1,2.321287870E0,-1.185078621E0,-4.453207552E-1
4.061620320E1,2.317011833E0,-1.183856845E0,-4.349360466E-1
4.061818681E1,2.304794550E0,-1.186911225E0,-4.135557711E-1
4.062020094E1,2.295020819E0,-1.195463300E0,-3.970624208E-1
4.062218455E1,2.284025192E0,-1.204626322E0,-3.885102868E-1
4.062419867E1,2.268142700E0,-1.224784851E0,-3.781255782E-1
4.062618228E1,2.240042925E0,-1.249219418E0,-3.726277947E-1
4.062819641E1,2.229047298E0,-1.257160664E0,-3.689626157E-1
4.063018002E1,2.197893143E0,-1.273653984E0,-3.646865487E-1
4.063219415E1,2.160019398E0,-1.282206178E0,-3.634648323E-1
4.063420827E1,2.142915249E0,-1.285260439E0,-3.610213697E-1
4.063619188E1,2.103819847E0,-1.280984402E0,-3.549126983E-1
4.063820601E1,2.062281132E0,-1.278540969E0,-3.463605940E-1
4.064018962E1,2.046398640E0,-1.271210551E0,-3.384193480E-1
4.064220374E1,2.007303238E0,-1.265712738E0,-3.225368559E-1
4.064421787E1,1.964542627E0,-1.258993268E0,-3.023782969E-1
4.064620148E1,1.949270964E0,-1.261436701E0,-2.901609838E-1
4.064818509E1,1.915062547E0,-1.262047648E0,-2.669481039E-1
4.065019922E1,1.879021525E0,-1.266934514E0,-2.449569702E-1
4.065218283E1,1.842980504E0,-1.276708364E0,-2.223549485E-1
4.065422747E1,1.825265408E0,-1.284649611E0,-2.138028294E-1
4.065618056E1,1.789835215E0,-1.302975535E0,-1.997529417E-1
4.065819469E1,1.749518037E0,-1.317636371E0,-1.850921661E-1
4.066017830E1,1.727526903E0,-1.329242826E0,-1.783726513E-1
4.066219242E1,1.685377240E0,-1.347568750E0,-1.722639948E-1
4.066417603E1,1.636507988E0,-1.357953429E0,-1.710422635E-1
4.066619016E1,1.612073421E0,-1.362840414E0,-1.704314053E-1
4.066817377E1,1.560760736E0,-1.366505504E0,-1.734857261E-1
4.067018790E1,1.508226275E0,-1.364672899E0,-1.777617931E-1
4.067217150E1,1.480737329E0,-1.362229466E0,-1.802052408E-1
4.067421615E1,1.426370382E0,-1.358564258E0,-1.899790913E-1
4.067616924E1,1.374446750E0,-1.352455616E0,-2.028072625E-1
4.067818337E1,1.350623012E0,-1.346957922E0,-2.113593817E-1
4.068016698E1,1.307251573E0,-1.338405728E0,-2.284636050E-1
4.068218110E1,1.266934514E0,-1.329242826E0,-2.498438805E-1
4.068419523E1,1.231504321E0,-1.317025423E0,-2.663372457E-1
4.068617884E1,1.215011001E0,-1.307862520E0,-2.761110961E-1
4.068819296E1,1.185689449E0,-1.293201685E0,-2.944370508E-1
4.069017657E1,1.161865711E0,-1.269988894E0,-3.103195429E-1
4.069219070E1,1.145983219E0,-1.257160664E0,-3.164281845E-1
4.069420483E1,1.126435518E0,-1.219897866E0,-3.310889602E-1
4.069618844E1,1.106887817E0,-1.177137375E0,-3.433062732E-1
4.069817204E1,1.096503139E0,-1.155146122E0,-3.488040566E-1
4.070018617E1,1.079398870E0,-1.105666041E0,-3.597996235E-1
4.070216978E1,1.061683774E0,-1.053131700E0,-3.677408695E-1
4.070418391E1,1.053742528E0,-1.024420977E0,-3.695734739E-1
4.070616752E1,1.037860036E0,-9.731083512E-1,-3.793473244E-1
4.070818164E1,1.025642753E0,-9.126327038E-1,-3.836233616E-1
4.071016525E1,1.017701507E0,-8.839219809E-1,-3.848451078E-1
4.071217938E1,9.999864101E-1,-8.185594082E-1,-3.885102868E-1
4.071419351E1,9.798278809E-1,-7.483099103E-1,-3.940080702E-1
4.071617711E1,9.718865752E-1,-7.086036801E-1,-3.946189582E-1
4.071816072E1,9.523389339E-1,-6.285803318E-1,-3.964515328E-1
4.072017485E1,9.370672703E-1,-5.467243791E-1,-3.940080702E-1
4.072215846E1,9.230173826E-1,-4.691445231E-1,-3.878994286E-1
4.072417259E1,9.181304574E-1,-4.312708676E-1,-3.817907870E-1
4.072615620E1,9.150761366E-1,-3.628539443E-1,-3.683517575E-1
4.072817032E1,9.193521738E-1,-3.060434759E-1,-3.506366611E-1
4.073015393E1,9.254608750E-1,-2.797762752E-1,-3.414736688E-1
4.073216806E1,9.419541955E-1,-2.406809032E-1,-3.213151097E-1
4.073418218E1,9.657779336E-1,-2.162462920E-1,-3.011565804E-1
4.073616579E1,9.810495973E-1,-2.064724565E-1,-2.907718420E-1
4.073814940E1,1.007927656E0,-1.960877478E-1,-2.718350291E-1
4.074016353E1,1.042136073E0,-1.924225539E-1,-2.522873580E-1
4.074214714E1,1.059851170E0,-1.905899495E-1,-2.431243658E-1
4.074416126E1,1.102611780E0,-1.918116808E-1,-2.266310006E-1
4.074614487E1,1.145983219E0,-1.948660165E-1,-2.125810981E-1
4.074815900E1,1.169196129E0,-1.966986060E-1,-2.070833147E-1
4.075014261E1,1.210124016E0,-1.973094791E-1,-1.954768747E-1
4.075215674E1,1.250441194E0,-1.960877478E-1,-1.844813079E-1
4.075417086E1,1.284038782E0,-1.918116808E-1,-1.753183305E-1
4.075615447E1,1.301753879E0,-1.875356287E-1,-1.692096740E-1
4.075816860E1,1.331686258E0,-1.850921661E-1,-1.618792862E-1
4.076015221E1,1.350012183E0,-1.869247705E-1,-1.600466967E-1
4.076216633E1,1.359175205E0,-1.893682331E-1,-1.600466967E-1
4.076418046E1,1.367116451E0,-1.942551434E-1,-1.649336219E-1
4.076616407E1,1.364672899E0,-2.064724565E-1,-1.753183305E-1
4.076814768E1,1.359175205E0,-2.125810981E-1,-1.814269722E-1
4.077016181E1,1.339016676E0,-2.235766798E-1,-1.979203373E-1
4.077217593E1,1.307862520E0,-2.260201424E-1,-2.174680233E-1
4.077415954E1,1.290758252E0,-2.247984111E-1,-2.296853364E-1
4.077614315E1,1.244332552E0,-2.223549485E-1,-2.553416789E-1
4.077815728E1,1.188743711E0,-2.290744632E-1,-2.779437006E-1
4.078014089E1,1.158811331E0,-2.296853364E-1,-2.913827300E-1
4.078215501E1,1.091616154E0,-2.260201424E-1,-3.158173263E-1
4.078413862E1,1.017701507E0,-2.101376504E-1,-3.408628106E-1
4.078615275E1,9.773843884E-1,-1.979203373E-1,-3.555235863E-1
4.078813636E1,8.979719281E-1,-1.673770845E-1,-3.836233616E-1
4.079015048E1,8.155050874E-1,-1.319468915E-1,-4.147774875E-1
4.079213409E1,7.263187766E-1,-1.001819000E-1,-4.514294267E-1
4.079417874E1,6.860016584E-1,-8.063421398E-2,-4.697553813E-1
4.079613183E1,6.035348773E-1,-4.703662544E-2,-5.082398653E-1
4.079814596E1,5.241223574E-1,-1.771509275E-2,-5.467243791E-1
4.080012957E1,4.819726646E-1,-8.552113548E-3,-5.638286471E-1
4.080214369E1,4.141666293E-1,1.527163107E-2,-5.998696685E-1
4.080415782E1,3.543018401E-1,4.520402849E-2,-6.218608022E-1
4.080614143E1,3.249803185E-1,5.986479297E-2,-6.322455406E-1
4.080812504E1,2.797762752E-1,9.468411654E-2,-6.481280327E-1
4.081013916E1,2.443460971E-1,1.270599663E-1,-6.560692787E-1
4.081215329E1,2.284636050E-1,1.435533315E-1,-6.566801667E-1
4.081416742E1,2.064724565E-1,1.759291887E-1,-6.554583907E-1
4.081615103E1,1.985312104E-1,2.101376504E-1,-6.469063163E-1
4.081813464E1,1.966986060E-1,2.272418737E-1,-6.383541822E-1
4.082014876E1,2.009746730E-1,2.590068579E-1,-6.157521605E-1
4.082213237E1,2.180788964E-1,2.895501256E-1,-5.839871764E-1
4.082414650E1,2.296853364E-1,2.987131178E-1,-5.632177591E-1
4.082613011E1,2.571742535E-1,3.274237812E-1,-5.216789246E-1
4.082814423E1,2.926044464E-1,3.481931984E-1,-4.758640230E-1
4.083012784E1,3.335324228E-1,3.634648323E-1,-4.269948006E-1
4.083214197E1,3.567453027E-1,3.707951903E-1,-4.019493461E-1
4.083415610E1,4.001167417E-1,3.866777122E-1,-3.561344445E-1
4.083613970E1,4.483750761E-1,4.019493461E-1,-3.097086847E-1
4.083812331E1,4.734205604E-1,4.105014503E-1,-2.901609838E-1
4.084013744E1,5.192354321E-1,4.221078753E-1,-2.449569702E-1
4.084212105E1,5.650503635E-1,4.276056588E-1,-2.089159191E-1
4.084413518E1,5.882632136E-1,4.294382632E-1,-1.893682331E-1
4.084611879E1,6.298020482E-1,4.306600094E-1,-1.582140923E-1
4.084813291E1,6.737843752E-1,4.263839424E-1,-1.331686229E-1
4.085011652E1,6.914994717E-1,4.184426963E-1,-1.227839142E-1
4.085213065E1,7.269296646E-1,4.068362415E-1,-1.087340117E-1
4.085414478E1,7.550294399E-1,3.860668242E-1,-1.007927656E-1
4.085612838E1,7.666358948E-1,3.732386529E-1,-9.896016866E-2
4.085811199E1,7.819074988E-1,3.341432810E-1,-9.896016866E-2
4.086012612E1,7.898487449E-1,2.858849466E-1,-1.093448773E-1
4.086210973E1,7.819074988E-1,2.364048511E-1,-1.233947799E-1
4.086412386E1,7.727445364E-1,2.144137025E-1,-1.319468915E-1
4.086610746E1,7.489207983E-1,1.820378453E-1,-1.521054506E-1
4.086812159E1,7.153232098E-1,1.368338168E-1,-1.759291887E-1
4.087013572E1,6.963863969E-1,1.105666086E-1,-1.875356287E-1
4.087211933E1,6.481280327E-1,6.047565863E-2,-2.083050460E-1
4.087413345E1,5.962044597E-1,1.649336144E-2,-2.315179259E-1
4.087611706E1,5.656611919E-1,-3.054326167E-3,-2.406809032E-1
4.087813119E1,5.027421117E-1,-5.009094998E-2,-2.559525371E-1
4.088011480E1,4.434881806E-1,-9.285151958E-2,-2.736676335E-1
4.088212892E1,4.123340547E-1,-1.105666086E-1,-2.779437006E-1
4.088414305E1,3.530801237E-1,-1.514945775E-1,-2.926044464E-1
4.088612666E1,2.932153046E-1,-1.912008226E-1,-3.078760803E-1
4.088811027E1,2.687807083E-1,-2.107485086E-1,-3.152064681E-1
4.089012440E1,2.138028294E-1,-2.443460971E-1,-3.274237812E-1
4.089210801E1,1.673770845E-1,-2.779437006E-1,-3.378084898E-1
4.089412213E1,1.203404516E-1,-3.023782969E-1,-3.457497358E-1
4.089610574E1,9.651670605E-2,-3.158173263E-1,-3.481931984E-1
4.089811987E1,5.436700583E-2,-3.329215646E-1,-3.530801237E-1
4.090010348E1,1.771509275E-2,-3.420845270E-1,-3.506366611E-1
4.090211760E1,-2.443460980E-3,-3.469714522E-1,-3.530801237E-1
4.090410121E1,-4.092797264E-2,-3.469714522E-1,-3.500257730E-1
4.090611534E1,-6.902777404E-2,-3.463605940E-1,-3.488040566E-1
4.090809895E1,-8.735372871E-2,-3.433062732E-1,-3.469714522E-1
4.091011308E1,-1.123992056E-1,-3.304781020E-1,-3.506366611E-1
4.091209668E1,-1.301143020E-1,-3.200933933E-1,-3.561344445E-1
4.091411081E1,-1.386664063E-1,-3.103195429E-1,-3.573561609E-1
4.091609442E1,-1.435533315E-1,-2.956587672E-1,-3.616322279E-1
4.091810855E1,-1.459967941E-1,-2.730567753E-1,-3.640756905E-1
4.092009216E1,-1.435533315E-1,-2.608394623E-1,-3.652974069E-1
4.092210628E1,-1.350012124E-1,-2.370157093E-1,-3.665191531E-1
4.092412041E1,-1.203404516E-1,-2.070833147E-1,-3.646865487E-1
4.092610402E1,-1.105666086E-1,-1.912008226E-1,-3.640756905E-1
4.092808763E1,-8.613199741E-2,-1.594358236E-1,-3.567453027E-1
4.093010175E1,-5.742133409E-2,-1.325577646E-1,-3.451388776E-1
4.093208536E1,-2.748893574E-2,-1.044579595E-1,-3.335324228E-1
4.093413001E1,-1.221730467E-2,-9.346238524E-2,-3.262020350E-1
4.093608310E1,2.504547499E-2,-7.024950534E-2,-3.078760803E-1
4.093809723E1,5.925392732E-2,-5.192354694E-2,-2.877175212E-1
4.094008084E1,7.819075137E-2,-4.153883830E-2,-2.797762752E-1
4.094209496E1,1.166752651E-1,-2.260201424E-2,-2.657263875E-1
4.094407857E1,1.569923609E-1,-7.941247895E-3,-2.522873580E-1
4.094609270E1,1.765400618E-1,0.000000000E0,-2.437352389E-1
4.094807631E1,2.138028294E-1,7.941247895E-3,-2.376265824E-1
4.095009043E1,2.492330223E-1,1.466076635E-2,-2.333505303E-1
4.095207404E1,2.675589919E-1,1.588249579E-2,-2.333505303E-1
4.095411869E1,2.944370508E-1,1.649336144E-2,-2.370157093E-1
4.095607178E1,3.182607889E-1,1.893682219E-2,-2.425135076E-1
4.095808591E1,3.268128932E-1,1.832595654E-2,-2.486221492E-1
4.096006951E1,3.402519524E-1,2.321287990E-2,-2.620611787E-1
4.096208364E1,3.481931984E-1,2.809980139E-2,-2.773328125E-1
4.096409777E1,3.518583775E-1,3.237585723E-2,-2.877175212E-1
