"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.615379963E0,-8.614161611E-2,9.555138588E0,6.943373203E0
4.617694702E0,-8.195417374E-2,9.652647018E0,6.804589272E0
4.620009390E0,-1.010967568E-1,9.769296646E0,6.632904530E0
4.622324129E0,-7.298108935E-2,9.876974106E0,6.465406895E0
4.624638817E0,-5.383851007E-2,9.994221687E0,6.259026051E0
4.626953556E0,-2.033899166E-2,1.010130119E1,6.039484501E0
4.629268296E0,-1.076770201E-2,1.019462109E1,5.819344521E0
4.631582983E0,-1.196411322E-3,1.026819992E1,5.642275810E0
4.633897723E0,8.374879137E-3,1.034596729E1,5.479563713E0
4.636212410E0,2.273181453E-2,1.040997505E1,5.340780258E0
4.638527150E0,5.623133108E-2,1.044407272E1,5.245067120E0
4.640841890E0,9.511470050E-2,1.045962620E1,5.168497086E0
4.643156577E0,1.716850251E-1,1.046500969E1,5.100899696E0
4.645471317E0,2.679961324E-1,1.047517967E1,5.105685234E0
4.647786004E0,3.643072546E-1,1.048056316E1,5.115256786E0
4.650100744E0,4.845465720E-1,1.044227791E1,5.172684193E0
4.652415483E0,5.712863803E-1,1.041356373E1,5.312066078E0
4.654730171E0,6.053841114E-1,1.039801121E1,5.474778175E0
4.657044910E0,6.382854581E-1,1.036869907E1,5.694917679E0
4.659359598E0,6.334998012E-1,1.032861900E1,5.949155331E0
4.661674338E0,6.041877270E-1,1.030768204E1,6.202794552E0
4.663989077E0,5.796613097E-1,1.027238750E1,6.448058605E0
4.666303765E0,5.790630579E-1,1.020359421E1,6.677769661E0
4.668618504E0,6.041877270E-1,1.013539886E1,6.902695179E0
4.670933192E0,6.424728632E-1,1.005224800E1,7.098906517E0
4.673247931E0,6.957131624E-1,9.954740524E0,7.280162811E0
4.675562671E0,7.872386575E-1,9.843474388E0,7.453044415E0
4.677877358E0,8.596215248E-1,9.736993790E0,7.557730198E0
4.680192098E0,8.985049129E-1,9.615557671E0,7.686942577E0
4.682506785E0,9.373882413E-1,9.524032593E0,7.753343582E0
4.684821525E0,9.762716293E-1,9.427123070E0,7.786244869E0
4.687136265E0,9.912267923E-1,9.315258980E0,7.809575081E0
4.689450952E0,1.001396298E0,9.233304024E0,7.804789066E0
4.691765692E0,9.972088337E-1,9.156135559E0,7.756334782E0
4.694080431E0,9.780662656E-1,9.093324661E0,7.679165840E0
4.696395119E0,9.451649189E-1,9.016754150E0,7.573283672E0
4.698709858E0,8.542376757E-1,8.987442017E0,7.453642368E0
4.701024546E0,7.824530005E-1,8.949156761E0,7.304090977E0
4.703339285E0,6.628118753E-1,8.939585686E0,7.155138016E0
4.705654025E0,5.467599630E-1,8.919844627E0,7.001997471E0
4.707968713E0,4.223332107E-1,8.900702477E0,6.887141705E0
4.710283452E0,3.020938635E-1,8.900103569E0,6.790830612E0
4.712598140E0,1.770688742E-1,8.880961418E0,6.675975323E0
4.714912879E0,3.349951655E-2,8.860622406E0,6.608976364E0
4.717227619E0,-8.673982322E-2,8.870193481E0,6.532405853E0
4.719542306E0,-2.069791555E-1,8.855237961E0,6.470192432E0
4.721857046E0,-3.080759048E-1,8.845068932E0,6.416952133E0
4.724171733E0,-4.181457460E-1,8.830113411E0,6.359524250E0
4.726486473E0,-5.389832854E-1,8.805587769E0,6.306882381E0
4.728801213E0,-6.490531564E-1,8.781061172E0,6.287739754E0
4.731115900E0,-7.501499057E-1,8.736793518E0,6.257829189E0
4.733430640E0,-8.512466550E-1,8.755337715E0,6.268597126E0
4.735745327E0,-9.230313301E-1,8.691927910E0,6.282355785E0
4.738060067E0,-1.004387259E0,8.653044701E0,6.291927338E0
4.740374806E0,-1.042672515E0,8.613563538E0,6.334998131E0
4.742689494E0,-1.057029366E0,8.565108299E0,6.378068924E0
4.745004233E0,-1.066600680E0,8.511270523E0,6.473183632E0
4.747318921E0,-1.061815023E0,8.472386360E0,6.549753666E0
4.749633660E0,-1.052243710E0,8.432905197E0,6.683752060E0
4.751948400E0,-1.037886858E0,8.379665375E0,6.784250259E0
4.754263088E0,-1.037886858E0,8.349754333E0,6.913462639E0
4.756577827E0,-1.061815023E0,8.271389961E0,7.066603661E0
4.758892567E0,-1.071386337E0,8.231907845E0,7.186244488E0
4.761207254E0,-1.138385415E0,8.158329010E0,7.286743164E0
4.763521994E0,-1.157527924E0,8.075776100E0,7.387241840E0
4.765836681E0,-1.186241865E0,8.016553879E0,7.487740040E0
4.768151421E0,-1.195214868E0,7.929215908E0,7.545167923E0
4.770466108E0,-1.166501045E0,7.880761147E0,7.616952896E0
4.772780848E0,-1.127617717E0,7.789236069E0,7.664210796E0
4.775095588E0,-1.064806104E0,7.721638680E0,7.692326546E0
4.777410275E0,-9.876375198E-1,7.649854183E0,7.701898098E0
4.779725015E0,-9.152546525E-1,7.591827869E0,7.701299667E0
4.782039754E0,-8.566305041E-1,7.514659405E0,7.719843864E0
4.784354442E0,-7.992027402E-1,7.457231998E0,7.738986492E0
4.786669181E0,-7.698906660E-1,7.389634609E0,7.782057285E0
4.788983869E0,-7.357929349E-1,7.336394310E0,7.824530125E0
4.791298608E0,-7.405785918E-1,7.287939548E0,7.843672752E0
4.793613348E0,-7.351947427E-1,7.239484787E0,7.843074322E0
4.795928035E0,-7.208378315E-1,7.196413994E0,7.814360619E0
4.798242775E0,-7.058826685E-1,7.167700291E0,7.776075363E0
4.800557463E0,-7.010970116E-1,7.148557663E0,7.674978733E0
4.802872202E0,-6.765705943E-1,7.119843960E0,7.554739475E0
4.805186942E0,-6.616154313E-1,7.095915318E0,7.444669247E0
4.807501629E0,-6.329016089E-1,7.082755089E0,7.295117855E0
4.809816369E0,-6.323033571E-1,7.073781967E0,7.146762848E0
4.812131056E0,-6.083751321E-1,7.094120979E0,6.993024349E0
4.814445796E0,-6.077769399E-1,7.109076023E0,6.873383045E0
4.816760535E0,-6.029912829E-1,7.119245529E0,6.720242500E0
4.819075223E0,-6.412764788E-1,7.154539585E0,6.567101955E0
4.821389963E0,-6.412764788E-1,7.174280643E0,6.408577442E0
4.823704650E0,-6.652047038E-1,7.208976269E0,6.250052929E0
4.826019390E0,-6.747759581E-1,7.253243446E0,6.087340832E0
4.828334129E0,-6.699903607E-1,7.283154011E0,5.929414749E0
4.830648817E0,-6.646065116E-1,7.303493023E0,5.742774487E0
4.832963556E0,-6.646065116E-1,7.318448067E0,5.555535793E0
4.835278296E0,-6.741777658E-1,7.348358154E0,5.359324455E0
4.837592983E0,-6.687939167E-1,7.344769001E0,5.191228867E0
4.839907723E0,-6.681957245E-1,7.345367432E0,5.008776188E0
4.842222410E0,-6.777670383E-1,7.351349354E0,4.826323509E0
4.844537150E0,-6.675975323E-1,7.337590694E0,4.677968502E0
4.846851838E0,-6.771687865E-1,7.333403111E0,4.519443989E0
4.849166577E0,-6.771687865E-1,7.334001541E0,4.375874519E0
4.851481317E0,-6.909275651E-1,7.325028419E0,4.260420799E0
4.853796004E0,-7.244270444E-1,7.305885792E0,4.174279213E0
4.856110744E0,-7.244270444E-1,7.316055298E0,4.088137627E0
4.858425483E0,-7.627122402E-1,7.306483746E0,4.015156269E0
4.860740171E0,-7.674978375E-1,7.296912670E0,3.957728624E0
4.863054910E0,-7.621139884E-1,7.272984505E0,3.914657831E0
4.865369598E0,-7.573283911E-1,7.272984505E0,3.862015724E0
4.867684338E0,-7.381857634E-1,7.292725086E0,3.823730469E0
4.869999077E0,-7.136593461E-1,7.264011383E0,3.784847260E0
4.872313765E0,-6.610172391E-1,7.274180889E0,3.760919094E0
4.874628504E0,-6.753742099E-1,7.264609337E0,3.741776466E0
4.876943192E0,-6.658028960E-1,7.269395351E0,3.713062525E0
4.879257931E0,-6.801598072E-1,7.279564857E0,3.689134359E0
4.881572671E0,-6.514459848E-1,7.255636692E0,3.674777269E0
4.883887358E0,-6.412764788E-1,7.240681171E0,3.693919897E0
4.886202098E0,-5.934200287E-1,7.231708050E0,3.693919897E0
4.888516838E0,-5.449653864E-1,7.212565422E0,3.693321705E0
4.890831525E0,-4.773681164E-1,7.188637257E0,3.674179077E0
4.893146265E0,-4.241278172E-1,7.145566463E0,3.659822226E0
4.895460952E0,-3.804588020E-1,7.131209850E0,3.611367464E0
4.897775692E0,-3.655036688E-1,7.102495670E0,3.553939819E0
4.900090431E0,-3.032902777E-1,7.112665176E0,3.496512175E0
4.902405119E0,-2.548356056E-1,7.079165936E0,3.457628727E0
4.904719858E0,-2.015953064E-1,7.070192814E0,3.404986620E0
4.907034546E0,-1.441675574E-1,7.061219692E0,3.404986620E0
4.909349285E0,-1.004985496E-1,7.041478634E0,3.438486099E0
4.911664025E0,-4.307080805E-2,7.046862602E0,3.495913982E0
4.913978713E0,-0.000000000E0,7.031907558E0,3.582055569E0
4.916293452E0,1.435693540E-2,7.036095142E0,3.692125320E0
4.918608140E0,3.828516230E-2,7.002595425E0,3.749552965E0
4.920922879E0,3.828516230E-2,6.992425919E0,3.802195072E0
4.923237619E0,6.699903309E-2,6.992425919E0,3.840480328E0
4.925552306E0,6.699903309E-2,6.963113785E0,3.859622955E0
4.927867046E0,9.631111473E-2,6.934400082E0,3.850051641E0
4.930181733E0,9.152546525E-2,6.891329288E0,3.840480328E0
4.932496473E0,7.776673883E-2,6.866802692E0,3.806382656E0
4.934811213E0,3.888336942E-2,6.857231617E0,3.782454491E0
4.937125900E0,1.196411322E-3,6.808776855E0,3.744169235E0
4.939440640E0,-3.230310604E-2,6.784848690E0,3.714857101E0
4.941755379E0,-6.580262631E-2,6.760322094E0,3.705285788E0
4.944070067E0,-1.046859920E-1,6.754938126E0,3.705285788E0
4.946384806E0,-1.094716340E-1,6.721438885E0,3.724428415E0
4.948699494E0,-1.621137410E-1,6.725626469E0,3.743571043E0
4.951014233E0,-2.009970993E-1,6.729813576E0,3.800998688E0
4.953328973E0,-2.201396823E-1,6.739385128E0,3.854238987E0
4.955643660E0,-2.542374134E-1,6.757929325E0,3.916452408E0
4.957958400E0,-3.361915946E-1,6.762116909E0,3.988237143E0
4.960273088E0,-3.649054468E-1,6.800402164E0,4.032504559E0
4.962587827E0,-4.085744619E-1,6.814160824E0,4.070789337E0
4.964902567E0,-4.474578202E-1,6.842874527E0,4.104289055E0
4.967217254E0,-4.666004181E-1,6.862017155E0,4.128815651E0
4.969531994E0,-4.809573591E-1,6.895516872E0,4.152743816E0
4.971846681E0,-4.911268353E-1,6.909873486E0,4.167100430E0
4.974161421E0,-4.624129832E-1,6.958328247E0,4.205984116E0
4.976476160E0,-4.624129832E-1,6.977470875E0,4.239483356E0
4.978790848E0,-4.486542344E-1,7.025925636E0,4.292723656E0
4.981105588E0,-4.103690982E-1,7.045068264E0,4.326223373E0
4.983420327E0,-3.864408433E-1,7.098308563E0,4.383651257E0
4.985735015E0,-3.631108403E-1,7.171289444E0,4.456034184E0
4.988049754E0,-3.296113312E-1,7.209574699E0,4.557130814E0
4.990364442E0,-3.302095234E-1,7.276573658E0,4.706083775E0
4.992679181E0,-2.973082066E-1,7.314858913E0,4.835894585E0
4.994993921E0,-2.925225794E-1,7.347760201E0,4.974678040E0
4.997308608E0,-2.548356056E-1,7.381259441E0,5.118845940E0
4.999623348E0,-2.356930375E-1,7.414759159E0,5.254040241E0
5.001938035E0,-2.171486616E-1,7.453044415E0,5.378467083E0
5.004252775E0,-2.027917206E-1,7.466803074E0,5.517848969E0
5.006567515E0,-1.842473447E-1,7.500302792E0,5.656632900E0
5.008882202E0,-1.459621787E-1,7.518846989E0,5.776872158E0
5.011196942E0,-1.411765367E-1,7.518248558E0,5.910870075E0
5.013511629E0,-1.369891018E-1,7.522436142E0,6.059823513E0
5.015826369E0,-1.657029688E-1,7.502695560E0,6.155536175E0
5.018141108E0,-1.609173268E-1,7.506882668E0,6.232106686E0
5.020455796E0,-1.609173268E-1,7.497311592E0,6.290132523E0
5.022770535E0,-1.513460279E-1,7.487142086E0,6.318846226E0
5.025085223E0,-1.369891018E-1,7.482356548E0,6.318846226E0
5.027399963E0,-1.226321608E-1,7.492526054E0,6.314060688E0
5.029714702E0,-1.226321608E-1,7.478168964E0,6.275775433E0
5.032029390E0,-1.028913707E-1,7.488338470E0,6.208178520E0
5.034344129E0,-8.374879509E-2,7.512865067E0,6.165107727E0
5.036658869E0,-9.870393574E-2,7.561319351E0,6.093322754E0
5.038973556E0,-9.870393574E-2,7.604988575E0,6.040680885E0
5.041288296E0,-1.178465188E-1,7.629515171E0,5.954539299E0
5.043602983E0,-1.369891018E-1,7.677969456E0,5.892923832E0
5.045917723E0,-1.232303679E-1,7.755736351E0,5.801996708E0
5.048232463E0,-1.328016520E-1,7.809575081E0,5.711069584E0
5.050547150E0,-1.280160099E-1,7.853243828E0,5.634499073E0
5.052861890E0,-1.184447184E-1,7.911868095E0,5.539384365E0
5.055176629E0,-9.451649338E-2,7.951349735E0,5.472385406E0
5.057491317E0,-6.101697683E-2,7.995018482E0,5.386243820E0
5.059806056E0,-3.230310604E-2,8.039285660E0,5.333601475E0
5.062120744E0,5.982056726E-3,8.078168869E0,5.266602516E0
5.064435483E0,5.982056726E-3,8.122436523E0,5.213960648E0
5.066750171E0,-8.374879137E-3,8.151150703E0,5.170889854E0
5.069064910E0,-5.682953820E-2,8.204390526E0,5.123033047E0
5.071379650E0,-1.100698411E-1,8.228319168E0,5.065605640E0
5.073694338E0,-1.818545163E-1,8.282156944E0,5.027320385E0
5.076009077E0,-2.350948304E-1,8.325227737E0,4.989633560E0
5.078323817E0,-3.266202807E-1,8.344370842E0,4.989633560E0
5.080638504E0,-3.942175210E-1,8.387441635E0,4.984847546E0
5.082953244E0,-4.570291340E-1,8.391629219E0,4.984847546E0
5.085267983E0,-5.000999570E-1,8.415556908E0,4.990231514E0
5.087582671E0,-5.443671346E-1,8.415556908E0,4.999803066E0
5.089897410E0,-5.826523304E-1,8.414958954E0,4.990231514E0
5.092212098E0,-6.592226624E-1,8.380861282E0,5.003990173E0
5.094526838E0,-7.124629617E-1,8.361120224E0,5.032704353E0
5.096841577E0,-7.651050687E-1,8.341380119E0,5.018347263E0
5.099156265E0,-8.129615188E-1,8.346165657E0,5.027918816E0
5.101471004E0,-8.805587292E-1,8.316255569E0,5.032704353E0
5.103785692E0,-9.284151793E-1,8.301898003E0,5.013561726E0
5.106100431E0,-1.010369420E0,8.296514511E0,4.999204636E0
5.108415171E0,-1.053440213E0,8.301300049E0,4.994419098E0
5.110729858E0,-1.096511006E0,8.286344528E0,4.980062008E0
5.113044598E0,-1.125224829E0,8.276773453E0,4.951348305E0
5.115359285E0,-1.153938770E0,8.286344528E0,4.893920422E0
5.117674025E0,-1.153938770E0,8.291130066E0,4.865206718E0
5.119988765E0,-1.173081279E0,8.291130066E0,4.831707001E0
5.122303452E0,-1.144367456E0,8.291728973E0,4.812564373E0
5.124618192E0,-1.130010486E0,8.286943436E0,4.764110088E0
5.126932931E0,-1.101296663E0,8.306683540E0,4.740181446E0
5.129247619E0,-1.076770186E0,8.316853523E0,4.731208801E0
5.131562358E0,-1.019342422E0,8.341380119E0,4.745565414E0
5.133877046E0,-9.523434043E-1,8.361120224E0,4.740779877E0
5.136191785E0,-9.092726111E-1,8.409575462E0,4.774279594E0
5.138506525E0,-8.225327730E-1,8.424530029E0,4.793421745E0
5.140821213E0,-7.459624410E-1,8.472985268E0,4.813162804E0
5.143135952E0,-6.741777658E-1,8.497511864E0,4.813162804E0
5.145450640E0,-5.874379873E-1,8.526823044E0,4.832305431E0
5.147765379E0,-5.054838061E-1,8.546564102E0,4.861019135E0
5.150080119E0,-4.193421602E-1,8.581260681E0,4.904688358E0
5.152394806E0,-3.182454109E-1,8.605786324E0,4.923830986E0
5.154709546E0,-2.321037948E-1,8.630312920E0,4.966901779E0
5.157024233E0,-1.597209126E-1,8.640482903E0,4.966901779E0
5.159338973E0,-5.922235921E-2,8.655437469E0,4.976472855E0
5.161653713E0,-1.136590727E-2,8.689535141E0,5.000401020E0
5.163968400E0,5.623133108E-2,8.689535141E0,5.034498692E0
5.166283140E0,8.494520187E-2,8.723632812E0,5.053641319E0
5.168597879E0,1.184447184E-1,8.728418350E0,5.111069202E0
5.170912567E0,1.130608693E-1,8.757132530E0,5.173880577E0
5.173227306E0,1.322034448E-1,8.766703606E0,5.241477966E0
5.175541994E0,1.369891018E-1,8.781061172E0,5.279763222E0
5.177856733E0,1.172483116E-1,8.819346428E0,5.327619553E0
5.180171473E0,7.417750359E-2,8.852845192E0,5.347360611E0
5.182486160E0,2.572284266E-2,8.857032776E0,5.347360611E0
5.184800900E0,-4.606183618E-2,8.880961418E0,5.342574596E0
5.187115640E0,-1.040877849E-1,8.924032211E0,5.357530117E0
5.189430327E0,-2.051845491E-1,8.899505615E0,5.357530117E0
5.191745067E0,-2.775674164E-1,8.933005333E0,5.328815937E0
5.194059754E0,-3.397808075E-1,8.922835350E0,5.285745144E0
5.196374494E0,-4.073780477E-1,8.946763992E0,5.247459888E0
5.198689233E0,-4.887340367E-1,8.965906143E0,5.194818020E0
5.201003921E0,-5.473581553E-1,9.000003815E0,5.132006168E0
5.203318660E0,-5.856433511E-1,9.028717995E0,5.045864582E0
5.205633348E0,-6.681957245E-1,9.096315384E0,4.998606682E0
5.207948088E0,-6.921239495E-1,9.178269386E0,4.974678040E0
5.210262827E0,-7.453642488E-1,9.260223389E0,4.946562767E0
5.212577515E0,-7.986045480E-1,9.332606316E0,4.927420139E0
5.214892254E0,-8.572286963E-1,9.458827972E0,4.928616524E0
5.217206942E0,-8.865407705E-1,9.559925079E0,4.899902344E0
5.219521681E0,-9.110672474E-1,9.661619186E0,4.867001057E0
5.221836421E0,-9.212366939E-1,9.782457352E0,4.834099770E0
5.224151108E0,-8.979067206E-1,9.899106979E0,4.820341110E0
5.226465848E0,-9.032905698E-1,1.002473068E1,4.835296154E0
5.228780588E0,-8.895317912E-1,1.014078236E1,4.845465660E0
5.231095275E0,-8.901300430E-1,1.023709393E1,4.889134884E0
5.233410015E0,-8.859425783E-1,1.033340454E1,4.995017052E0
5.235724702E0,-8.865407705E-1,1.043928719E1,5.125426292E0
5.238039442E0,-9.068797827E-1,1.052064323E1,5.308476925E0
5.240354181E0,-9.074779749E-1,1.060199928E1,5.538786411E0
5.242668869E0,-9.032905698E-1,1.065942669E1,5.706882000E0
5.244983608E0,-9.086744189E-1,1.069651508E1,5.918048382E0
5.247298348E0,-9.092726111E-1,1.073958588E1,6.090929985E0
5.249613035E0,-8.614161611E-1,1.073420238E1,6.253642082E0
5.251927775E0,-8.279166222E-1,1.071924686E1,6.403193474E0
5.254242463E0,-7.657032609E-1,1.072881889E1,6.503692150E0
5.256557202E0,-7.172485590E-1,1.068036366E1,6.589833736E0
5.258871942E0,-6.933203340E-1,1.064148045E1,6.666403770E0
5.261186629E0,-6.735795736E-1,1.055892849E1,6.723233223E0
5.263501369E0,-6.592226624E-1,1.049073315E1,6.751947403E0
5.265816108E0,-6.777670383E-1,1.043210888E1,6.770491600E0
5.268130796E0,-6.825526357E-1,1.034058285E1,6.760322094E0
5.270445535E0,-7.393822074E-1,1.026281643E1,6.722036839E0
5.272760223E0,-7.968099117E-1,1.016112137E1,6.692724705E0
5.275074963E0,-8.829515576E-1,1.007856941E1,6.634698868E0
5.277389702E0,-9.834501147E-1,1.000080204E1,6.595815659E0
5.279704390E0,-1.059422255E0,9.889535904E0,6.542575359E0
5.282019129E0,-1.159920812E0,9.792626381E0,6.494120598E0
5.284333817E0,-1.265205026E0,9.690333366E0,6.451049805E0
5.286648556E0,-1.384846091E0,9.602995872E0,6.416952133E0
5.288963296E0,-1.504487276E0,9.520442963E0,6.358926296E0
5.291277983E0,-1.624128342E0,9.447462082E0,6.296114445E0
5.293592723E0,-1.744965911E0,9.388837814E0,6.214160442E0
5.295907410E0,-1.893320918E0,9.320044518E0,6.113063812E0
5.298222150E0,-1.998605132E0,9.262018204E0,6.045466423E0
5.300536890E0,-2.099103689E0,9.198608398E0,5.954539299E0
5.302851577E0,-2.209771633E0,9.160323143E0,5.834300041E0
5.305166317E0,-2.291127682E0,9.116654396E0,5.752943993E0
5.307481056E0,-2.382055044E0,9.082556725E0,5.642275810E0
5.309795744E0,-2.439482689E0,9.053842545E0,5.556134224E0
5.312110483E0,-2.530410051E0,9.029315948E0,5.474180222E0
5.314425171E0,-2.587837696E0,8.980861664E0,5.368896008E0
5.316739910E0,-2.654836655E0,8.966505051E0,5.310869694E0
5.319054650E0,-2.707478762E0,8.941978455E0,5.263013363E0
5.321369338E0,-2.717050076E0,8.913264275E0,5.224728107E0
5.323684077E0,-2.750549555E0,8.884550095E0,5.166702271E0
5.325998817E0,-2.745165825E0,8.855237961E0,5.152345181E0
5.328313504E0,-2.774477959E0,8.840881348E0,5.127819061E0
5.330628244E0,-2.803191662E0,8.782855988E0,5.103292465E0
5.332942931E0,-2.817548752E0,8.739186287E0,5.060221672E0
5.335257671E0,-2.826521635E0,8.705686569E0,5.026124001E0
5.337572410E0,-2.855235577E0,8.657232285E0,5.011766911E0
5.339887098E0,-2.879163742E0,8.599205971E0,4.982454777E0
5.342201838E0,-2.878565550E0,8.531609535E0,4.953741074E0
5.344516577E0,-2.878565550E0,8.487939835E0,4.957928658E0
5.346831265E0,-2.863610506E0,8.440083504E0,4.953142643E0
5.349146004E0,-2.839682341E0,8.386843681E0,4.952544689E0
5.351460692E0,-2.810370207E0,8.333602905E0,4.976472855E0
5.353775431E0,-2.805584431E0,8.275577545E0,5.019543648E0
5.356090171E0,-2.790629387E0,8.231309891E0,5.062016487E0
5.358404858E0,-2.761317253E0,8.201997757E0,5.119443893E0
5.360719598E0,-2.727219582E0,8.148757935E0,5.191826820E0
5.363034285E0,-2.645863533E0,8.105687141E0,5.292325497E0
5.365349025E0,-2.597409010E0,8.081160545E0,5.407180786E0
5.367663765E0,-2.530410051E0,8.047062874E0,5.517251015E0
5.369978452E0,-2.453241348E0,8.003393173E0,5.627320766E0
5.372293192E0,-2.390429735E0,7.974679470E0,5.713462353E0
5.374607931E0,-2.313859463E0,7.940581799E0,5.813961029E0
5.376922619E0,-2.255833626E0,7.911868095E0,5.852245808E0
5.379237358E0,-2.193620205E0,7.887939930E0,5.885147095E0
5.381552046E0,-2.106282234E0,7.849654675E0,5.870790482E0
5.383866785E0,-2.000399828E0,7.807182312E0,5.822335720E0
5.386181525E0,-1.889731646E0,7.779066563E0,5.731408596E0
5.388496213E0,-1.778465390E0,7.750950813E0,5.654240131E0
5.390810952E0,-1.653440475E0,7.723433495E0,5.543571949E0
5.393125692E0,-1.517647743E0,7.700701237E0,5.452644825E0
5.395440379E0,-1.416550994E0,7.692326546E0,5.284548759E0
5.397755119E0,-1.314856052E0,7.664809227E0,5.145166874E0
5.400069806E0,-1.223330617E0,7.694719315E0,5.000999451E0
5.402384546E0,-1.155733347E0,7.676773071E0,4.867001057E0
5.404699285E0,-1.121635556E0,7.667799950E0,4.775475979E0
5.407013973E0,-1.054636598E0,7.677969456E0,4.689334393E0
5.409328713E0,-9.918249846E-1,7.683951855E0,4.622334957E0
5.411643452E0,-9.433703423E-1,7.694121361E0,4.560121536E0
5.413958140E0,-9.194421172E-1,7.689933777E0,4.502095699E0
5.416272879E0,-8.955138922E-1,7.685148239E0,4.454239368E0
5.418587567E0,-8.566305041E-1,7.704888821E0,4.396811485E0
5.420902306E0,-8.231309652E-1,7.710272789E0,4.372883320E0
5.423217046E0,-7.746763229E-1,7.710870743E0,4.296313286E0
5.425531733E0,-7.124629617E-1,7.711469173E0,4.272384644E0
5.427846473E0,-6.544370055E-1,7.707281590E0,4.228715897E0
5.430161213E0,-6.113662124E-1,7.731808186E0,4.229313850E0
5.432475900E0,-6.065805554E-1,7.736593723E0,4.210171223E0
5.434790640E0,-6.161518097E-1,7.765307903E0,4.229313850E0
5.437105327E0,-6.598208547E-1,7.760521889E0,4.219742775E0
5.439420067E0,-6.933203340E-1,7.770093441E0,4.210171223E0
5.441734806E0,-7.561319470E-1,7.779066563E0,4.210171223E0
5.444049494E0,-7.896314859E-1,7.769495010E0,4.186243057E0
5.446364233E0,-8.183453679E-1,7.764709473E0,4.162314892E0
5.448678921E0,-8.374879360E-1,7.754539967E0,4.138386726E0
5.450993660E0,-8.757730722E-1,7.715656757E0,4.128217220E0
5.453308400E0,-9.044869542E-1,7.706085205E0,4.094717979E0
5.455623088E0,-9.379864931E-1,7.662416458E0,4.061218262E0
5.457937827E0,-9.714859724E-1,7.643273830E0,4.075575352E0
5.460252567E0,-9.810572863E-1,7.613961697E0,4.046263218E0
5.462567254E0,-1.014556766E0,7.594819069E0,4.027120590E0
5.464881994E0,-1.018744230E0,7.555935860E0,3.997808456E0
5.467196681E0,-1.023529887E0,7.555935860E0,3.973880291E0
5.469511421E0,-1.028315544E0,7.551748276E0,3.940380573E0
5.471826160E0,-1.018744230E0,7.551748276E0,3.896711588E0
5.474140848E0,-9.798609018E-1,7.542775154E0,3.863212109E0
5.476455588E0,-9.559326172E-1,7.547560692E0,3.834498405E0
5.478770327E0,-9.272187948E-1,7.562515736E0,3.810570002E0
5.481085015E0,-8.985049129E-1,7.557730198E0,3.786641836E0
5.483399754E0,-8.596215248E-1,7.572685242E0,3.796213150E0
5.485714442E0,-8.356932998E-1,7.567899704E0,3.800998688E0
5.488029181E0,-8.021938205E-1,7.558328629E0,3.805784464E0
5.490343921E0,-7.543373108E-1,7.548757076E0,3.853640795E0
5.492658608E0,-7.058826685E-1,7.543971539E0,3.906282902E0
5.494973348E0,-6.484549642E-1,7.543971539E0,3.968496323E0
5.497288088E0,-5.862415433E-1,7.543971539E0,4.069592953E0
5.499602775E0,-5.670989752E-1,7.543373585E0,4.175475597E0
5.501917515E0,-5.575276613E-1,7.533204079E0,4.275974274E0
5.504232202E0,-5.527420044E-1,7.523632526E0,4.357329845E0
5.506546942E0,-5.718846321E-1,7.518248558E0,4.438685894E0
5.508861681E0,-5.814558864E-1,7.478767395E0,4.515256405E0
5.511176369E0,-6.251249313E-1,7.468597889E0,4.582255363E0
5.513491108E0,-6.490531564E-1,7.429714203E0,4.620540619E0
5.515805796E0,-7.160521746E-1,7.405188084E0,4.625326157E0
5.518120535E0,-7.692924738E-1,7.399804115E0,4.591826439E0
5.520435275E0,-7.926225066E-1,7.361518860E0,4.548755646E0
5.522749963E0,-8.309076428E-1,7.351947784E0,4.519443989E0
5.525064702E0,-8.787640929E-1,7.327421188E0,4.452444553E0
5.527379442E0,-8.931210637E-1,7.328019142E0,4.390231133E0
5.529694129E0,-9.367900491E-1,7.342376232E0,4.337589264E0
5.532008869E0,-9.702895880E-1,7.332805157E0,4.275375843E0
5.534323608E0,-9.846464992E-1,7.328019142E0,4.256233215E0
5.536638296E0,-1.037288666E0,7.361518860E0,4.170091629E0
5.538953035E0,-1.066600680E0,7.386045456E0,4.122235298E0
5.541267723E0,-1.080957651E0,7.415357590E0,4.064807415E0
5.543582463E0,-1.085743308E0,7.439285755E0,4.021138668E0
5.545897202E0,-1.066600680E0,7.483552933E0,3.968496323E0
5.548211890E0,-1.047458172E0,7.522436142E0,3.906282902E0
5.550526629E0,-1.004387259E0,7.556533813E0,3.867997885E0
5.552841369E0,-9.559326172E-1,7.586444378E0,3.815355778E0
5.555156056E0,-9.367900491E-1,7.620542049E0,3.782454491E0
5.557470796E0,-9.278169870E-1,7.673782349E0,3.744169235E0
5.559785483E0,-9.038887620E-1,7.717451096E0,3.725026608E0
5.562100223E0,-9.038887620E-1,7.761718273E0,3.677170277E0
5.564414963E0,-8.943174481E-1,7.800601959E0,3.629911900E0
5.566729650E0,-8.901300430E-1,7.849056244E0,3.610769272E0
5.569044390E0,-8.997012973E-1,7.926225185E0,3.568296671E0
5.571359129E0,-8.709874153E-1,7.960322857E0,3.539582968E0
