"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.828106850E1,1.022931710E-1,1.043270683E1,1.090528965E0
3.828338324E1,1.118644550E-1,1.048176003E1,8.943174481E-1
3.828568517E1,9.750752151E-2,1.053679466E1,7.220342159E-1
3.828801283E1,5.862415582E-2,1.058046341E1,5.826523304E-1
3.829032762E1,4.426721856E-2,1.060977554E1,4.486542344E-1
3.829262949E1,5.443671346E-2,1.061037350E1,3.379862010E-1
3.829495720E1,7.836493850E-2,1.063071251E1,2.566302419E-1
3.829727199E1,8.793623000E-2,1.060618591E1,2.757728100E-1
3.829958678E1,9.332008660E-2,1.058225822E1,2.662015259E-1
3.830190153E1,1.172483116E-1,1.055773163E1,3.092723191E-1
3.830421632E1,1.076770201E-1,1.052363396E1,4.241278172E-1
3.830653111E1,1.172483116E-1,1.046919727E1,5.629115105E-1
3.830884590E1,8.853443712E-2,1.038066292E1,7.740781307E-1
3.831116069E1,9.810572863E-2,1.029751205E1,1.018146038E0
3.831347548E1,1.124626622E-1,1.017547798E1,1.343569875E0
3.831579028E1,1.944168359E-1,1.002891827E1,1.706680775E0
3.831810507E1,2.955136001E-1,9.863214493E0,2.080559254E0
3.832041981E1,4.211367965E-1,9.693324089E0,2.468196630E0
3.832273460E1,5.754738450E-1,9.474381447E0,2.836092949E0
3.832504939E1,7.010970116E-1,9.313464165E0,3.156731367E0
3.832735127E1,8.267202377E-1,9.119645119E0,3.495913982E0
3.832967897E1,9.421738982E-1,8.997611046E0,3.792623997E0
3.833199376E1,1.052842021E0,8.881559372E0,4.046861172E0
3.833429564E1,1.086939692E0,8.769096375E0,4.324428558E0
3.833662330E1,1.082154036E0,8.666205406E0,4.597210407E0
3.833893809E1,1.077368379E0,8.577671051E0,4.846064091E0
3.834123996E1,1.028913736E0,8.513663292E0,5.080560684E0
3.834356767E1,1.009771109E0,8.430512428E0,5.258227825E0
3.834588246E1,9.667003751E-1,8.376075745E0,5.368297577E0
3.834818434E1,9.236295223E-1,8.322834969E0,5.401198864E0
3.835051205E1,8.709874153E-1,8.244470596E0,5.420341492E0
3.835282684E1,8.231309652E-1,8.196015358E0,5.391029358E0
3.835514158E1,7.274180651E-1,8.132605553E0,5.314459324E0
3.835745637E1,7.178468108E-1,8.128418922E0,5.199005604E0
3.835977116E1,7.232306600E-1,8.134400368E0,5.016552448E0
3.836208595E1,6.610172391E-1,8.163712502E0,4.786243439E0
3.836440074E1,5.790630579E-1,8.145168304E0,4.532604218E0
3.836671554E1,4.307080805E-1,8.150551796E0,4.268795490E0
3.836903033E1,2.769692242E-1,8.155936241E0,4.013959885E0
3.837134512E1,1.423729509E-1,8.199604988E0,3.741178274E0
3.837365986E1,4.187439755E-2,8.268398285E0,3.501895905E0
3.837597465E1,-2.093719877E-2,8.341380119E0,3.286541939E0
3.837828944E1,-1.172483116E-1,8.453244209E0,3.075973511E0
3.838060423E1,-2.045863420E-1,8.598608017E0,2.898904562E0
3.838291902E1,-2.572284341E-1,8.690732002E0,2.741576433E0
3.838523382E1,-3.391826153E-1,8.792427063E0,2.588435888E0
3.838754861E1,-4.408775866E-1,8.889336586E0,2.431107759E0
3.838986340E1,-4.791627228E-1,8.972486496E0,2.277967215E0
3.839217814E1,-5.078766346E-1,9.006584167E0,2.158325911E0
3.839449293E1,-4.648058116E-1,9.065208435E0,2.033899307E0
3.839680772E1,-3.828516304E-1,9.105288506E0,1.890329838E0
3.839912252E1,-2.817548811E-1,9.125627518E0,1.769492388E0
3.840143731E1,-1.998006850E-1,9.141180992E0,1.640279889E0
3.840375210E1,-1.184447184E-1,9.151947975E0,1.539781332E0
3.840606689E1,-5.563312769E-2,9.177073479E0,1.487139225E0
3.840838168E1,-5.084748194E-2,9.177073479E0,1.458425403E0
3.841069642E1,-3.170489892E-2,9.181859016E0,1.463211060E0
3.841301121E1,-2.691925503E-2,9.192028046E0,1.472782373E0
3.841532600E1,-3.170489892E-2,9.181859016E0,1.511067510E0
3.841764080E1,-2.213360928E-2,9.186644554E0,1.582852125E0
3.841995559E1,-3.170489892E-2,9.171689034E0,1.673779488E0
3.842227038E1,-1.316052489E-2,9.156135559E0,1.808973908E0
3.842458517E1,2.033899166E-2,9.145966530E0,1.966900229E0
3.842689996E1,5.383851007E-2,9.116654396E0,2.148754835E0
3.842921470E1,5.383851007E-2,9.076574326E0,2.349751949E0
3.843152949E1,1.064806059E-1,9.042476654E0,2.546561480E0
3.843384428E1,1.597209126E-1,8.979066849E0,2.733201742E0
3.843615908E1,2.027917206E-1,8.934201241E0,2.973082066E0
3.843847387E1,2.697907388E-1,8.866603851E0,3.154936552E0
3.844078866E1,3.086741269E-1,8.807980537E0,3.317648649E0
3.844310345E1,3.517449200E-1,8.758927345E0,3.456432343E0
3.844541824E1,3.804588020E-1,8.710473061E0,3.561716557E0
3.844773298E1,3.714857101E-1,8.651848793E0,3.608974695E0
3.845004778E1,3.523431420E-1,8.627322197E0,3.647259951E0
3.845236257E1,3.475574851E-1,8.593822479E0,3.637688637E0
3.845467736E1,3.379862010E-1,8.550153732E0,3.617947817E0
3.845699215E1,3.481557071E-1,8.560322762E0,3.555734396E0
3.845930694E1,3.864408433E-1,8.532207489E0,3.440878868E0
3.846162173E1,4.396811724E-1,8.537590981E0,3.311068296E0
3.846393652E1,4.785645306E-1,8.548358917E0,3.186641455E0
3.846625127E1,5.312066078E-1,8.583054543E0,3.033500910E0
3.846856606E1,5.844469070E-1,8.613563538E0,2.845664263E0
3.847088085E1,6.334998012E-1,8.633902550E0,2.687737942E0
3.847319564E1,6.287141442E-1,8.682954788E0,2.515454769E0
3.847551043E1,6.622136831E-1,8.737391472E0,2.357528448E0
3.847782522E1,6.622136831E-1,8.796015739E0,2.175673962E0
3.848014002E1,6.526423693E-1,8.879166603E0,1.993819475E0
3.848245481E1,6.861419082E-1,8.957531929E0,1.821536183E0
3.848476960E1,7.441678643E-1,8.977870941E0,1.658226132E0
3.848708434E1,7.920243144E-1,9.027522087E0,1.514656782E0
3.848939913E1,8.644071817E-1,9.062217712E0,1.366301775E0
3.849171392E1,9.218349457E-1,9.101698875E0,1.261017561E0
3.849402871E1,9.798609018E-1,9.141778946E0,1.155135155E0
3.849634350E1,1.013360381E0,9.166305542E0,1.088136077E0
3.849865830E1,1.018146038E0,9.186046600E0,1.049850941E0
3.850097309E1,9.846464992E-1,9.200403214E0,1.036092162E0
3.850328783E1,9.457631707E-1,9.214161873E0,1.021735311E0
3.850560262E1,9.218349457E-1,9.199805260E0,1.040877819E0
3.850791741E1,8.835497499E-1,9.189635277E0,1.036092162E0
3.851023220E1,8.452646136E-1,9.145966530E0,1.064207911E0
3.851254699E1,8.021938205E-1,9.126225471E0,1.068993568E0
3.851486178E1,7.447660565E-1,9.053244591E0,1.088136077E0
3.851717658E1,7.064808607E-1,8.985049248E0,1.121037364E0
3.851949137E1,6.873382926E-1,8.921639442E0,1.197607756E0
3.852180616E1,6.538388133E-1,8.858229637E0,1.278963685E0
3.852412090E1,6.251249313E-1,8.780462265E0,1.359721422E0
3.852643569E1,6.161518097E-1,8.717052460E0,1.441077471E0
3.852875048E1,5.868397355E-1,8.644071579E0,1.532004714E0
3.853106528E1,5.629115105E-1,8.595019341E0,1.608574986E0
3.853338007E1,5.581258535E-1,8.536993027E0,1.684547186E0
3.853569486E1,5.485545993E-1,8.498109818E0,1.732403636E0
3.853800965E1,5.198407173E-1,8.472985268E0,1.770688772E0
3.854032444E1,5.006981492E-1,8.453842163E0,1.765903115E0
3.854263923E1,5.198407173E-1,8.434700012E0,1.780858278E0
3.854495397E1,5.006981492E-1,8.439485550E0,1.770688772E0
3.854726877E1,5.198407173E-1,8.478368759E0,1.746760488E0
3.854958356E1,5.533402562E-1,8.502895355E0,1.708475351E0
3.855189835E1,5.676971674E-1,8.541778564E0,1.646261930E0
3.855421314E1,5.970092416E-1,8.595617294E0,1.555334687E0
3.855652793E1,6.305087805E-1,8.649456024E0,1.488933921E0
3.855884272E1,6.496513486E-1,8.703293800E0,1.383649707E0
3.856115752E1,6.257231236E-1,8.746963501E0,1.311864972E0
3.856347225E1,5.964110494E-1,8.809774399E0,1.211366415E0
3.856578705E1,5.479564071E-1,8.843872070E0,1.125224829E0
3.856810184E1,5.096712112E-1,8.854042053E0,1.043868899E0
3.857041663E1,4.612165689E-1,8.907281876E0,9.577272534E-1
3.857273142E1,4.325026870E-1,8.921639442E0,8.763712645E-1
3.857504621E1,3.942175210E-1,8.916853905E0,8.333004713E-1
3.857736100E1,3.457628787E-1,8.926424980E0,7.902296782E-1
3.857967580E1,3.074777126E-1,8.950352669E0,7.710871100E-1
3.858199054E1,2.303091735E-1,8.959924698E0,7.956135273E-1
3.858430533E1,1.292124242E-1,8.939585686E0,8.434699774E-1
3.858662012E1,2.811566554E-2,8.953344345E0,8.913264275E-1
3.858893491E1,-9.212367237E-2,8.922835350E0,9.870393276E-1
3.859124970E1,-1.639083475E-1,8.892925262E0,1.077966571E0
3.859356449E1,-2.315055877E-1,8.853444099E0,1.164108157E0
3.859587928E1,-2.889333367E-1,8.818747520E0,1.255035520E0
3.859819408E1,-3.272185028E-1,8.736195564E0,1.322034478E0
3.860050887E1,-3.702892959E-1,8.701499939E0,1.398604870E0
3.860282361E1,-3.559323549E-1,8.648259163E0,1.503889084E0
3.860513840E1,-3.511467278E-1,8.608778000E0,1.613958836E0
3.860745319E1,-3.320041299E-1,8.560322762E0,1.718644857E0
3.860976798E1,-3.224328458E-1,8.486743927E0,1.867598057E0
3.861208278E1,-2.644068897E-1,8.457431793E0,2.011167526E0
3.861439757E1,-2.548356056E-1,8.423334122E0,2.140379906E0
3.861671236E1,-2.452643216E-1,8.398209572E0,2.294118643E0
3.861902715E1,-2.165504545E-1,8.383254051E0,2.447259426E0
3.862134189E1,-2.027917206E-1,8.377870560E0,2.590828657E0
3.862365668E1,-1.692921966E-1,8.386843681E0,2.734996319E0
3.862597147E1,-1.405783296E-1,8.415556908E0,2.811566591E0
3.862828626E1,-1.070788130E-1,8.425128937E0,2.888735056E0
3.863060106E1,-8.853443712E-2,8.463413239E0,2.989831924E0
3.863291585E1,-6.939185411E-2,8.482556343E0,3.057429075E0
3.863523064E1,-2.392822644E-3,8.497511864E0,3.110071182E0
3.863754543E1,7.477571070E-2,8.541180611E0,3.143570662E0
3.863986022E1,1.076770201E-1,8.575278282E0,3.168097258E0
3.864217496E1,1.268195957E-1,8.628518105E0,3.187239647E0
3.864448975E1,1.651047617E-1,8.672187805E0,3.196810961E0
3.864680455E1,1.986042857E-1,8.734998703E0,3.197409153E0
3.864911934E1,1.836491376E-1,8.778668404E0,3.192623615E0
3.865143413E1,1.884347796E-1,8.846264839E0,3.164507866E0
3.865374892E1,1.543370634E-1,8.918647766E0,3.140579700E0
3.865606371E1,1.202393398E-1,9.005986214E0,3.078964472E0
3.865837850E1,9.631111473E-2,9.073583603E0,3.021536827E0
3.866069330E1,5.742774159E-2,9.131608963E0,2.950350285E0
3.866300804E1,2.811566554E-2,9.223732948E0,2.868396044E0
3.866532283E1,-1.076770201E-2,9.311071396E0,2.797209740E0
3.866763762E1,-3.469592705E-2,9.394221306E0,2.687139750E0
3.866995241E1,-4.965107143E-2,9.448060036E0,2.596212626E0
3.867226720E1,-5.443671346E-2,9.525827408E0,2.486740828E0
3.867458199E1,-3.529413417E-2,9.574281693E0,2.400599241E0
3.867689679E1,2.991028363E-3,9.608977318E0,2.343171597E0
3.867921158E1,5.563312769E-2,9.677172661E0,2.304886341E0
3.868152637E1,8.434699476E-2,9.701699257E0,2.276172638E0
3.868384111E1,1.226321608E-1,9.760323524E0,2.214557409E0
3.868615590E1,1.226321608E-1,9.803992271E0,2.157129526E0
3.868847069E1,1.704886109E-1,9.848259926E0,2.085345030E0
3.869078548E1,2.237289101E-1,9.872786522E0,1.999203324E0
3.869310028E1,2.572284341E-1,9.892526627E0,1.951346874E0
3.869541507E1,2.763710022E-1,9.907482147E0,1.884347796E0
3.869772986E1,3.194418252E-1,9.922437668E0,1.874776483E0
3.870004465E1,3.146561682E-1,9.917651176E0,1.860419631E0
3.870235944E1,2.859423161E-1,9.902696609E0,1.889133453E0
3.870467418E1,2.620140910E-1,9.902696609E0,1.951346874E0
3.870698897E1,2.093719840E-1,9.887741089E0,1.960918188E0
3.870930376E1,1.657029688E-1,9.911669731E0,1.980060697E0
3.871161856E1,1.657029688E-1,9.887143135E0,1.994417667E0
3.871393335E1,1.417747438E-1,9.867402077E0,2.008774519E0
3.871624814E1,1.513460279E-1,9.848259926E0,2.018345833E0
3.871856293E1,1.274178028E-1,9.814162254E0,2.037488461E0
3.872087772E1,1.274178028E-1,9.799804688E0,2.075773716E0
3.872319252E1,1.417747438E-1,9.784850121E0,2.099701881E0
3.872550725E1,1.519442350E-1,9.775279045E0,2.104487419E0
3.872782205E1,2.141576260E-1,9.765707016E0,2.137388945E0
3.873013684E1,2.572284341E-1,9.775876999E0,2.157129526E0
3.873245163E1,3.248256743E-1,9.766305923E0,2.209771633E0
3.873476642E1,3.966103494E-1,9.771091461E0,2.257628202E0
3.873708121E1,4.301098585E-1,9.786046028E0,2.300698996E0
3.873939600E1,4.731806815E-1,9.834501266E0,2.343769789E0
3.874171080E1,5.066801906E-1,9.853643417E0,2.387438774E0
3.874402559E1,5.353940725E-1,9.892526627E0,2.387438774E0
3.874634033E1,5.736792088E-1,9.926624298E0,2.411366940E0
3.874865512E1,5.982056856E-1,9.964909554E0,2.426322222E0
3.875096991E1,6.029912829E-1,9.999007225E0,2.435893536E0
3.875328470E1,6.460621357E-1,1.002353382E1,2.455035925E0
3.875559949E1,6.263213158E-1,1.006181908E1,2.416750908E0
3.875791429E1,6.454638839E-1,1.009591675E1,2.426920414E0
3.876022908E1,5.922235847E-1,1.011027431E1,2.412563324E0
3.876254387E1,5.437689424E-1,1.013420200E1,2.407777786E0
3.876485866E1,4.857429862E-1,1.014377308E1,2.388635159E0
3.876717340E1,4.043870270E-1,1.011864853E1,2.388635159E0
3.876948819E1,3.511467278E-1,1.010369396E1,2.436491728E0
3.877180298E1,2.841476798E-1,1.008873844E1,2.469991207E0
3.877411778E1,2.458625287E-1,1.004447079E1,2.513062000E0
3.877643257E1,2.267199457E-1,9.986445427E0,2.584846735E0
3.877874736E1,2.362912297E-1,9.947562218E0,2.656631231E0
3.878106215E1,2.560320199E-1,9.888937950E0,2.727817774E0
3.878337694E1,2.656033039E-1,9.801599503E0,2.818745136E0
3.878569168E1,2.662015259E-1,9.728618622E0,2.904886723E0
3.878800647E1,2.757728100E-1,9.665806770E0,2.981456995E0
3.879032126E1,3.194418252E-1,9.592825890E0,3.058027267E0
3.879263606E1,3.290131092E-1,9.563513756E0,3.120240688E0
3.879495085E1,3.433700502E-1,9.530014038E0,3.153141975E0
3.879726564E1,3.720839322E-1,9.510273933E0,3.229712248E0
3.879958043E1,3.822534084E-1,9.490532875E0,3.296711445E0
3.880189522E1,3.960121572E-1,9.504889488E0,3.359523058E0
3.880421002E1,3.720839322E-1,9.528818130E0,3.364308596E0
3.880652481E1,3.864408433E-1,9.543772697E0,3.349951744E0
3.880883955E1,3.523431420E-1,9.577272415E0,3.330809116E0
3.881115434E1,3.092723191E-1,9.610772133E0,3.297907829E0
3.881346913E1,3.092723191E-1,9.654440880E0,3.250051260E0
3.881578392E1,2.368894368E-1,9.683753014E0,3.197409153E0
3.881809871E1,1.938186288E-1,9.688538551E0,3.111267567E0
3.882041350E1,1.794617027E-1,9.732208252E0,3.015554667E0
3.882272830E1,1.166501045E-1,9.727422714E0,2.929413080E0
3.882504309E1,9.272187948E-2,9.732806206E0,2.789433002E0
3.882735788E1,2.572284266E-2,9.742975235E0,2.688934565E0
3.882967262E1,-3.649054468E-2,9.738189697E0,2.578864574E0
3.883198741E1,-7.956135273E-2,9.762118340E0,2.483151674E0
3.883430220E1,-1.280160099E-1,9.767501831E0,2.401795626E0
3.883661699E1,-1.561316848E-1,9.753145218E0,2.315055847E0
3.883893178E1,-1.800599098E-1,9.729216576E0,2.252842426E0
3.884124658E1,-1.800599098E-1,9.700503349E0,2.199602127E0
3.884356137E1,-1.704886109E-1,9.695717812E0,2.161317110E0
3.884587616E1,-1.746760458E-1,9.667003632E0,2.123031855E0
3.884819095E1,-1.555334777E-1,9.662218094E0,2.113460541E0
3.885050574E1,-1.459621787E-1,9.667003632E0,2.118246317E0
3.885282048E1,-1.028913707E-1,9.691530228E0,2.151745796E0
3.885513528E1,-8.853443712E-2,9.696315765E0,2.185245275E0
3.885745007E1,-6.939185411E-2,9.720243454E0,2.195414782E0
3.885976486E1,-6.460621208E-2,9.720243454E0,2.200200319E0
3.886207965E1,-3.110669367E-2,9.730413437E0,2.195414782E0
3.886439444E1,1.734796353E-2,9.735198975E0,2.176272154E0
3.886670923E1,2.691925503E-2,9.745368004E0,2.200200319E0
3.886902402E1,9.870393574E-2,9.740582466E0,2.209771633E0
3.887133882E1,1.519442350E-1,9.735796928E0,2.243271112E0
3.887365361E1,1.950150430E-1,9.750752449E0,2.252842426E0
3.887596835E1,2.476571500E-1,9.750752449E0,2.257628202E0
3.887828314E1,2.715853751E-1,9.746564865E0,2.233700037E0
3.888059793E1,2.673979402E-1,9.727422714E0,2.218744755E0
3.888291272E1,2.380858511E-1,9.722038269E0,2.237887383E0
3.888522752E1,2.333002090E-1,9.712467194E0,2.257030010E0
3.888754231E1,2.099701911E-1,9.678369522E0,2.237887383E0
3.888985710E1,1.908276081E-1,9.639486313E0,2.223530531E0
3.889217189E1,1.238285750E-1,9.605388641E0,2.194218397E0
3.889448668E1,9.032905847E-2,9.571888924E0,2.151147604E0
3.889680142E1,4.725824669E-2,9.533005714E0,2.122433662E0
3.889911621E1,-1.555334684E-2,9.527621269E0,2.093719721E0
3.890143100E1,-6.340979785E-2,9.488738060E0,2.054836512E0
3.890374580E1,-1.208375469E-1,9.474381447E0,2.016551256E0
3.890606059E1,-1.495514214E-1,9.464810371E0,1.973480463E0
3.890837538E1,-1.830509305E-1,9.479166985E0,1.963909149E0
3.891069017E1,-2.069791555E-1,9.474381447E0,1.935195327E0
3.891300496E1,-2.602194548E-1,9.483354568E0,1.939980984E0
3.891531975E1,-2.985046208E-1,9.478569031E0,1.963909149E0
3.891763455E1,-3.517449200E-1,9.477970123E0,2.016551256E0
3.891994928E1,-4.289134443E-1,9.476774216E0,2.054836512E0
3.892226408E1,-5.060819983E-1,9.505488396E0,2.079362869E0
3.892457887E1,-5.976074338E-1,9.490532875E0,2.108076811E0
3.892689366E1,-6.412764788E-1,9.494720459E0,2.122433662E0
3.892920845E1,-6.843472719E-1,9.479764938E0,2.122433662E0
3.893152324E1,-6.699903607E-1,9.479764938E0,2.160718918E0
3.893383804E1,-6.556333899E-1,9.474979401E0,2.194218397E0
3.893615283E1,-6.364908218E-1,9.489336014E0,2.242074728E0
3.893846762E1,-5.545366406E-1,9.499505997E0,2.261217356E0
3.894078241E1,-5.156532526E-1,9.504291534E0,2.313859463E0
3.894309715E1,-5.114658475E-1,9.523433685E0,2.347957134E0
3.894541194E1,-4.588237405E-1,9.567103386E0,2.381456852E0
3.894772673E1,-4.061816335E-1,9.591031075E0,2.468196630E0
3.895004152E1,-3.385843933E-1,9.596415520E0,2.535195589E0
3.895235632E1,-2.811566591E-1,9.625128746E0,2.592623234E0
3.895467111E1,-2.333002090E-1,9.635298729E0,2.621337175E0
3.895698590E1,-2.093719840E-1,9.668798447E0,2.621935368E0
3.895930069E1,-1.423729509E-1,9.698708534E0,2.631506681E0
3.896161548E1,-9.391828626E-2,9.723235130E0,2.602792740E0
3.896393028E1,-5.563312769E-2,9.747760773E0,2.564507723E0
3.896624502E1,-1.256231871E-2,9.767501831E0,2.535793781E0
3.896855981E1,-1.734796353E-2,9.796813965E0,2.507079840E0
3.897087460E1,1.136590727E-2,9.830911636E0,2.444866419E0
3.897318939E1,1.615155302E-2,9.826126099E0,2.368296146E0
3.897550418E1,2.093719877E-2,9.856036186E0,2.301297188E0
3.897781897E1,2.572284266E-2,9.885348320E0,2.239083767E0
3.898013377E1,4.007977992E-2,9.894919395E0,2.176870346E0
3.898244856E1,1.615155302E-2,9.900303841E0,2.124228239E0
3.898476335E1,3.110669367E-2,9.915258408E0,2.057229280E0
3.898707809E1,2.093719877E-2,9.943972588E0,1.999801517E0
3.898939288E1,4.067798331E-2,9.949356079E0,1.961516380E0
3.899170767E1,3.110669367E-2,9.949356079E0,1.928016901E0
3.899402246E1,-7.776673418E-3,9.949356079E0,1.899302959E0
3.899633725E1,-7.776673418E-3,9.963713646E0,1.889731646E0
3.899865205E1,-2.991028363E-3,9.973284721E0,1.913659930E0
3.900096684E1,6.580262445E-3,9.958928108E0,1.990230203E0
3.900328163E1,6.580262445E-3,9.933803558E0,2.085943222E0
3.900559642E1,2.093719877E-2,9.914660454E0,2.176870346E0
3.900791121E1,1.615155302E-2,9.899106979E0,2.277369022E0
3.901022600E1,1.615155302E-2,9.879366875E0,2.368296146E0
3.901254074E1,6.580262445E-3,9.840482712E0,2.478366137E0
3.901485554E1,1.196411322E-3,9.844670296E0,2.565105915E0
3.901717033E1,3.529413417E-2,9.824930191E0,2.656033039E0
3.901948512E1,3.529413417E-2,9.815358162E0,2.703889608E0
3.902179991E1,2.512463741E-2,9.814760208E0,2.751745939E0
3.902411470E1,2.033899166E-2,9.838688850E0,2.780459881E0
3.902642949E1,2.512463741E-2,9.863214493E0,2.804388046E0
3.902874428E1,1.016949583E-2,9.887143135E0,2.843271494E0
3.903105908E1,-8.973085321E-3,9.920642853E0,2.886342287E0
3.903337387E1,-3.349951655E-2,9.968499184E0,2.906681299E0
3.903568861E1,-7.238288224E-2,1.000199890E1,2.930609465E0
3.903800340E1,-1.202393398E-1,1.000678444E1,2.935395241E0
3.904031819E1,-1.495514214E-1,1.004985523E1,2.935993433E0
3.904263298E1,-1.926222295E-1,1.006421185E1,2.926422119E0
3.904494778E1,-2.213360965E-1,1.005942631E1,2.887538671E0
3.904726257E1,-2.309073806E-1,1.004985523E1,2.887538671E0
3.904957736E1,-1.830509305E-1,1.004506969E1,2.853441000E0
3.905189215E1,-1.202393398E-1,1.004566765E1,2.810370207E0
3.905420694E1,-3.828516230E-2,1.002712345E1,2.786442041E0
3.905652173E1,5.324030295E-2,1.002772141E1,2.738585472E0
3.905883653E1,1.202393398E-1,1.001874828E1,2.723630428E0
3.906115126E1,2.261217386E-1,1.003370380E1,2.714059114E0
3.906346606E1,3.080759048E-1,1.005882835E1,2.705085993E0
3.906578085E1,3.415754437E-1,1.007797050E1,2.733799934E0
3.906809564E1,3.266202807E-1,1.012164021E1,2.757728100E0
3.907041043E1,2.883351147E-1,1.015513897E1,2.739183664E0
3.907272522E1,2.494517565E-1,1.018385315E1,2.710469961E0
3.907504002E1,1.920240223E-1,1.020299530E1,2.672184706E0
3.907735481E1,1.148554832E-1,1.022692394E1,2.614757061E0
3.907966955E1,3.290131316E-2,1.023170948E1,2.533401012E0
3.908198439E1,4.187439568E-3,1.024187946E1,2.442473650E0
3.908429913E1,-2.452643216E-2,1.027119160E1,2.341975212E0
3.908661392E1,-1.974078640E-2,1.030050373E1,2.236690998E0
3.908892871E1,-2.452643216E-2,1.032562828E1,2.121237278E0
3.909124350E1,-4.785645287E-3,1.035015392E1,2.011167526E0
3.909355830E1,-4.785645287E-3,1.038485050E1,1.881955028E0
3.909587309E1,9.571290575E-3,1.041894817E1,1.791027784E0
3.909818788E1,9.571290575E-3,1.047278690E1,1.718644857E0
3.910050267E1,-5.982056609E-4,1.050748253E1,1.661815286E0
3.910281746E1,-1.495514158E-2,1.057029438E1,1.633101463E0
3.910513225E1,-4.905286431E-2,1.061336517E1,1.618744493E0
3.910744699E1,-3.948157281E-2,1.067677498E1,1.604985833E0
3.910976178E1,-5.443671346E-2,1.071506023E1,1.595414519E0
3.911207658E1,-5.443671346E-2,1.072941685E1,1.585843205E0
3.911439137E1,-4.965107143E-2,1.076351452E1,1.547558069E0
3.911670616E1,2.991028363E-3,1.079342461E1,1.533799291E0
3.911902095E1,6.101697683E-2,1.076949692E1,1.518844128E0
3.912133574E1,1.184447184E-1,1.078445148E1,1.509272933E0
3.912365054E1,1.621137410E-1,1.078923702E1,1.499701619E0
3.912596533E1,1.956132501E-1,1.081854916E1,1.524227977E0
3.912828012E1,2.243271172E-1,1.080838013E1,1.619940877E0
3.913059486E1,2.578266263E-1,1.080838013E1,1.734796405E0
3.913290965E1,2.667997181E-1,1.080718327E1,1.903490424E0
3.913522444E1,2.428714931E-1,1.081137085E1,2.027917147E0
3.913753923E1,2.524427772E-1,1.077727318E1,2.118844509E0
3.913985403E1,2.572284341E-1,1.074317551E1,2.238485575E0
3.914216882E1,2.237289101E-1,1.066959572E1,2.310270309E0
3.914448361E1,1.854437590E-1,1.062114143E1,2.377269268E0
3.914679840E1,1.519442350E-1,1.054277611E1,2.472383976E0
3.914911319E1,1.136590764E-1,1.045962620E1,2.529811859E0
3.915142798E1,7.058826834E-2,1.037228775E1,2.572284460E0
3.915374278E1,3.290131316E-2,1.026520920E1,2.633899450E0
3.915605757E1,1.854437590E-2,1.016351414E1,2.700898647E0
3.915837231E1,-1.974078640E-2,1.008514881E1,2.781656265E0
3.916068710E1,-3.828516230E-2,9.993025780E0,2.853441000E0
3.916300189E1,-8.135596663E-2,9.919445992E0,2.954537868E0
3.916531668E1,-9.092725813E-2,9.832108498E0,3.054438114E0
3.916763147E1,-1.435693651E-1,9.758528709E0,3.150151014E0
3.916994626E1,-1.674975902E-1,9.699904442E0,3.245863914E0
3.917226106E1,-2.009970993E-1,9.617352486E0,3.355335474E0
3.917457585E1,-2.153540403E-1,9.577870369E0,3.422334671E0
3.917689064E1,-2.344966233E-1,9.529416084E0,3.503690481E0
3.917920538E1,-2.386840582E-1,9.466006279E0,3.594617844E0
3.918152017E1,-2.243271172E-1,9.417551994E0,3.646661758E0
3.918383496E1,-2.673979402E-1,9.382257462E0,3.704089403E0
3.918614975E1,-2.721835673E-1,9.309874535E0,3.732803345E0
3.918846455E1,-3.008974493E-1,9.280562401E0,3.742374659E0
3.919077934E1,-3.056831062E-1,9.256035805E0,3.751347780E0
3.919309413E1,-3.535395563E-1,9.202795982E0,3.760919094E0
3.919540892E1,-3.918247223E-1,9.183054924E0,3.746562004E0
3.919772371E1,-4.492524564E-1,9.154341698E0,3.693919897E0
3.920003850E1,-4.827519655E-1,9.149555206E0,3.650250912E0
3.920235330E1,-5.162515044E-1,9.129815102E0,3.592823267E0
3.920466809E1,-5.066801906E-1,9.149555206E0,3.535395384E0
3.920698283E1,-5.551348329E-1,9.149555206E0,3.468396425E0
3.920929762E1,-5.838487148E-1,9.159127235E0,3.434896946E0
3.921161241E1,-6.269195080E-1,9.164510727E0,3.358326674E0
3.921392720E1,-6.652047038E-1,9.164510727E0,3.267399311E0
3.921624199E1,-6.945167780E-1,9.169296265E0,3.199802160E0
3.921855679E1,-6.891329288E-1,9.169894218E0,3.089732170E0
3.922087158E1,-6.795616150E-1,9.160921097E0,2.989233732E0
3.922318637E1,-6.693921089E-1,9.166305542E0,2.897109985E0
3.922550116E1,-6.502495408E-1,9.190832138E0,2.796611547E0
3.922781595E1,-6.167500615E-1,9.215357780E0,2.753540754E0
3.923013074E1,-5.784648657E-1,9.254839897E0,2.657827854E0
3.923244554E1,-5.443671346E-1,9.260223389E0,2.609971285E0
3.923476028E1,-5.054838061E-1,9.299705505E0,2.547757864E0
3.923707507E1,-4.719842672E-1,9.319445610E0,2.490330219E0
3.923938986E1,-4.719842672E-1,9.382257462E0,2.457428932E0
3.924170465E1,-4.671986103E-1,9.397810936E0,2.400001049E0
3.924401944E1,-4.336991012E-1,9.461220741E0,2.361716032E0
